Assembly Accession size
GCF_000166295.1_ASM16629v1_ NC_017507 187465
GCF_000166295.1_ASM16629v1_ NC_017508 42349
GCF_000166635.1_ASM16663v1_ NC_017401 26498
GCF_000166635.1_ASM16663v1_ NC_017424 30154
GCF_000166635.1_ASM16663v1_ NC_017423 27767
GCF_000166635.1_ASM16663v1_ NC_017400 15915
GCF_000166635.1_ASM16663v1_ NC_017398 29615
GCF_000166635.1_ASM16663v1_ NC_017422 17483
GCF_000166635.1_ASM16663v1_ NC_017402 30658
GCF_000166635.1_ASM16663v1_ NC_017399 8722
GCF_000166635.1_ASM16663v1_ NC_017417 20672
GCF_000166635.1_ASM16663v1_ NC_017420 23394
GCF_000166635.1_ASM16663v1_ NC_017419 29521
GCF_000166635.1_ASM16663v1_ NC_017416 29424
GCF_000166635.1_ASM16663v1_ NC_017415 26642
GCF_000166635.1_ASM16663v1_ NC_017414 29194
GCF_000166635.1_ASM16663v1_ NC_017421 37903
GCF_000166635.1_ASM16663v1_ NC_013130 53786
GCF_000166655.1_ASM16665v1_ NC_017395 26525
GCF_000166655.1_ASM16665v1_ NC_017394 60739
GCF_000166655.1_ASM16665v1_ NC_017428 30314
GCF_000166655.1_ASM16665v1_ NC_017393 29902
GCF_000166655.1_ASM16665v1_ NC_017396 30019
GCF_000166655.1_ASM16665v1_ NC_017427 29707
GCF_000166655.1_ASM16665v1_ NC_017425 30804
GCF_000166655.1_ASM16665v1_ NC_017426 31085
GCF_000166655.1_ASM16665v1_ NC_017397 30697
GCF_000166655.1_ASM16665v1_ NC_017410 17522
GCF_000166655.1_ASM16665v1_ NC_017409 22827
GCF_000166655.1_ASM16665v1_ NC_017404 24354
GCF_000166655.1_ASM16665v1_ NC_017405 28797
GCF_000166655.1_ASM16665v1_ NC_017407 30096
GCF_000166655.1_ASM16665v1_ NC_017406 24614
GCF_000166655.1_ASM16665v1_ NC_017408 26981
GCF_000166655.1_ASM16665v1_ NC_017412 29993
GCF_000166655.1_ASM16665v1_ NC_017411 22808
GCF_000166655.1_ASM16665v1_ NC_017413 27590
GCF_000166655.1_ASM16665v1_ NC_013129 52916
GCF_000166695.1_ASM16669v1_ NC_014719 15970
GCF_000168875.3_ASM16887v3_ NC_010258 39281
GCF_000172695.2_ASM17269v2_ NZ_CP021125 431886
GCF_000172695.2_ASM17269v2_ NZ_CP021126 482471
GCF_000172695.2_ASM17269v2_ NZ_CP021127 655866
GCF_000172695.2_ASM17269v2_ NZ_CP021128 684601
GCF_000172715.2_ASM17271v2_ NZ_CP020898 392817
GCF_000172715.2_ASM17271v2_ NZ_CP020897 262160
GCF_000172715.2_ASM17271v2_ NZ_CP020899 439779
GCF_000172715.2_ASM17271v2_ NZ_CP020900 1144005
GCF_000172795.2_ASM17279v2_ NZ_CP020948 215247
GCF_000172795.2_ASM17279v2_ NZ_CP020949 273667
GCF_000172795.2_ASM17279v2_ NZ_CP020950 464024
GCF_000172795.2_ASM17279v2_ NZ_CP020951 560456
GCF_000172795.2_ASM17279v2_ NZ_CP020952 718394
GCF_000172995.2_ASM17299v2_ NC_014735 362194
GCF_000172995.2_ASM17299v2_ NC_014731 339010
GCF_000172995.2_ASM17299v2_ NC_014736 210350
GCF_000172995.2_ASM17299v2_ NC_014732 194834
GCF_000172995.2_ASM17299v2_ NC_014737 17535
GCF_000174395.2_ASM17439v2_ NC_017961 36262
GCF_000174395.2_ASM17439v2_ NC_017962 66247
GCF_000174395.2_ASM17439v2_ NC_017963 251926
GCF_000174795.2_ASM17479v2_ NC_014916 45057
GCF_000175255.2_ASM17525v2_ NC_017180 32479
GCF_000175255.2_ASM17525v2_ NC_017183 32283
GCF_000175255.2_ASM17525v2_ NC_017181 31692
GCF_000175255.2_ASM17525v2_ NC_017184 18461
GCF_000175255.2_ASM17525v2_ NC_017182 4023
GCF_000175255.2_ASM17525v2_ NC_017185 2750
GCF_000175575.2_ASM17557v2_ NZ_CP005987 171972
GCF_000175575.2_ASM17557v2_ NZ_CP005988 27536
GCF_000175575.2_ASM17557v2_ NZ_CP005989 9820
GCF_000175935.2_ASM17593v2_ NC_014838 793953
GCF_000175935.2_ASM17593v2_ NC_014839 394054
GCF_000175935.2_ASM17593v2_ NC_014840 321080
GCF_000175935.2_ASM17593v2_ NC_014841 318111
GCF_000175935.2_ASM17593v2_ NC_014842 116877
GCF_000178395.2_ASM17839v2_ NC_015665 80849
GCF_000178395.2_ASM17839v2_ NC_015661 19638
GCF_000178875.2_ASM17887v2_ NC_016905 80698
GCF_000178975.2_ASM17897v2_ NC_015057 475658
GCF_000178975.2_ASM17897v2_ NC_015058 188167
GCF_000178975.2_ASM17897v2_ NC_015059 115493
GCF_000178975.2_ASM17897v2_ NC_015060 115221
GCF_000178975.2_ASM17897v2_ NC_015065 300292
GCF_000179575.2_ASM17957v2_ NC_015632 14930
GCF_000180175.2_ASM18017v2_ NC_022533 19174
GCF_000180175.2_ASM18017v2_ NC_022534 38222
GCF_000182745.2_ASM18274v1_ NC_016037 255866
GCF_000182745.2_ASM18274v1_ NC_016021 76071
GCF_000182745.2_ASM18274v1_ NC_016028 28572
GCF_000182745.2_ASM18274v1_ NC_016022 4776
GCF_000182745.2_ASM18274v1_ NC_016029 4615
GCF_000182745.2_ASM18274v1_ NC_016900 4255
GCF_000182745.2_ASM18274v1_ NC_016030 2218
GCF_000182835.1_ASM18283v1_ NC_014728 6223
GCF_000183345.1_ASM18334v1_ NC_017659 147060
GCF_000183405.1_ASM18340v1_ NC_014749 58717
GCF_000183425.1_ASM18342v1_ NC_014750 4916
GCF_000183725.1_ASM18372v1_ NC_014754 118585
GCF_000183725.1_ASM18372v1_ NC_014755 71513
GCF_000183725.1_ASM18372v1_ NC_014756 51014
GCF_000183725.1_ASM18372v1_ NC_014763 3421
GCF_000183745.1_ASM18374v1_ NC_014753 135351
GCF_000184185.1_ASM18418v1_ NC_017637 102536
GCF_000184185.1_ASM18418v1_ NC_017636 5360
GCF_000184205.1_ASM18420v1_ NC_017282 43222
GCF_000184435.1_ASM18443v1_ NC_014811 211864
GCF_000184435.1_ASM18443v1_ NC_014812 23681
GCF_000185205.1_ASM18520v1_ NC_017364 2557
GCF_000185225.1_ASM18522v1_ NC_017363 16029
GCF_000185245.1_ASM18524v1_ NC_017373 25916
GCF_000185805.1_ASM18580v1_ NC_014917 76561
GCF_000185905.1_ASM18590v1_ NC_014918 425539
GCF_000186345.1_ASM18634v1_ NC_014957 56340
GCF_000186665.3_ASM18666v4_ NC_020525 7416
GCF_000186725.1_ASM18672v1_ NC_017263 68552
GCF_000186725.1_ASM18672v1_ NC_017266 99286
GCF_000186725.1_ASM18672v1_ NC_017264 9600
GCF_000187005.1_ASM18700v1_ NC_014975 8383
GCF_000187205.2_ASM18720v4_ NC_017848 77528
GCF_000187205.2_ASM18720v4_ NC_020524 110967
GCF_000188215.1_ASM18821v1_ NC_017163 74451
GCF_000188215.1_ASM18821v1_ NC_017164 8041
GCF_000189515.1_ASM18951v1_ NC_017468 26484
GCF_000190575.1_ASM19057v1_ NC_015165 40303
GCF_000190575.1_ASM19057v1_ NC_015168 19280
GCF_000190575.1_ASM19057v1_ NC_015166 6277
GCF_000191545.1_ASM19154v1_ NC_015213 7197
GCF_000191545.1_ASM19154v1_ NC_015218 12568
GCF_000191925.1_ASM19192v1_ NC_015217 7553
GCF_000192105.1_ASM19210v1_ NC_015475 69704
GCF_000192635.1_ASM19263v1_ NC_015184 601551
GCF_000192705.1_ASM19270v1_ NC_017483 44098
GCF_000192705.1_ASM19270v1_ NC_017487 35934
GCF_000192705.1_ASM19270v1_ NC_017484 31442
GCF_000192705.1_ASM19270v1_ NC_017485 5543
GCF_000192705.1_ASM19270v1_ NC_017488 2262
GCF_000192745.1_ASM19274v1_ NC_015258 69598
GCF_000194115.1_ASM19411v1_ NC_017471 4541
GCF_000194115.1_ASM19411v1_ NC_017472 78145
GCF_000194765.1_ASM19476v1_ NC_017476 57362
GCF_000194785.1_ASM19478v1_ NC_017475 38392
GCF_000195275.1_ASM19527v1_ NC_015386 165572
GCF_000195575.1_ASM19557v1_ NC_015390 50105
GCF_000195935.2_ASM19593v1_ NC_001773 3444
GCF_000195995.1_ASM19599v1_ NC_003384 218160
GCF_000195995.1_ASM19599v1_ NC_003385 106516
GCF_000196215.1_ASM19621v1_ NC_006128 27108
GCF_000196215.1_ASM19621v1_ NC_006129 55560
GCF_000196255.1_ASM19625v1_ NC_005871 80033
GCF_000196275.1_ASM19627v1_ NC_008010 574127
GCF_000196275.1_ASM19627v1_ NC_009939 205686
GCF_000196395.1_ASM19639v1_ NC_009349 166749
GCF_000196395.1_ASM19639v1_ NC_009350 155098
GCF_000196395.1_ASM19639v1_ NC_004923 5424
GCF_000196395.1_ASM19639v1_ NC_004925 5247
GCF_000196395.1_ASM19639v1_ NC_004924 5616
GCF_000196435.1_ASM19643v1_ NC_010160 23343
GCF_000196475.1_ASM19647v1_ NC_012961 29330
GCF_000196495.1_ASM19649v1_ NC_011314 30807
GCF_000196495.1_ASM19649v1_ NC_011316 4327
GCF_000196495.1_ASM19649v1_ NC_011315 5360
GCF_000196495.1_ASM19649v1_ NC_011311 83540
GCF_000196515.1_ASM19651v1_ NC_014249 109570
GCF_000196515.1_ASM19651v1_ NC_014250 21875
GCF_000196575.1_ASM19657v1_ NC_015053 4895
GCF_000196575.1_ASM19657v1_ NC_015066 3624
GCF_000196615.1_ASM19661v1_ NC_014304 102323
GCF_000196615.1_ASM19661v1_ NC_014305 169778
GCF_000196655.1_ASM19665v1_ NC_014254 163915
GCF_000196755.1_ASM19675v1_ NC_014257 6032
GCF_000196895.1_ASM19689v1_ NC_014298 406285
GCF_000196895.1_ASM19689v1_ NC_014299 363534
GCF_000196895.1_ASM19689v1_ NC_014300 44576
GCF_000196895.1_ASM19689v1_ NC_014301 44459
GCF_000196895.1_ASM19689v1_ NC_014302 23727
GCF_000196895.1_ASM19689v1_ NC_014303 6951
GCF_000197735.1_ASM19773v1_ NC_014549 50407
GCF_000197735.1_ASM19773v1_ NC_014548 8528
GCF_000202835.1_ASM20283v1_ NC_015178 271573
GCF_000202835.1_ASM20283v1_ NC_015187 65564
GCF_000202835.1_ASM20283v1_ NC_015179 54248
GCF_000202835.1_ASM20283v1_ NC_015188 40588
GCF_000202835.1_ASM20283v1_ NC_015180 14328
GCF_000202835.1_ASM20283v1_ NC_015181 12125
GCF_000202835.1_ASM20283v1_ NC_015189 5178
GCF_000202835.1_ASM20283v1_ NC_015182 1729
GCF_000203195.1_ASM20319v1_ NC_015219 20765
GCF_000203835.1_ASM20383v1_ NC_003903 356023
GCF_000203835.1_ASM20383v1_ NC_003904 31317
GCF_000203855.3_ASM20385v3_ NC_006375 1917
GCF_000203855.3_ASM20385v3_ NC_006376 2365
GCF_000203855.3_ASM20385v3_ NC_006377 36069
GCF_000203875.1_ASM20387v1_ NC_007337 87688
GCF_000203875.1_ASM20387v1_ NC_007336 634917
GCF_000203895.1_ASM20389v1_ NC_008688 653815
GCF_000203935.1_ASM20393v1_ NC_008573 278942
GCF_000204155.1_ASM20415v1_ NC_015409 58295
GCF_000204255.1_ASM20425v1_ NC_017288 7553
GCF_000204415.1_ASM20441v1_ NC_015430 18019
GCF_000204645.1_ASM20464v1_ NC_015423 75488
GCF_000209655.1_ASM20965v1_ NC_015459 41205
GCF_000210475.1_ASM21047v1_ NC_017721 5175
GCF_000210475.1_ASM21047v1_ NC_017723 5800
GCF_000210475.1_ASM21047v1_ NC_017722 66681
GCF_000210475.1_ASM21047v1_ NC_017724 94797
GCF_000210855.2_ASM21085v2_ NC_017718 86908
GCF_000210855.2_ASM21085v2_ NC_017719 8688
GCF_000210855.2_ASM21085v2_ NC_017720 93842
GCF_000211375.1_ASM21137v1_ NC_015420 52697
GCF_000211375.1_ASM21137v1_ NC_015429 18513
GCF_000211375.1_ASM21137v1_ NC_015421 10798
GCF_000212335.1_ASM21233v1_ NC_015498 341282
GCF_000212715.2_ASM21271v2_ NC_017645 160573
GCF_000212715.2_ASM21271v2_ NC_017642 90868
GCF_000212715.2_ASM21271v2_ NC_017640 81475
GCF_000212715.2_ASM21271v2_ NC_017643 65549
GCF_000212715.2_ASM21271v2_ NC_017639 81883
GCF_000212735.1_ASM21273v1_ NC_015511 164019
GCF_000212735.1_ASM21273v1_ NC_015512 143757
GCF_000212735.1_ASM21273v1_ NC_015513 92189
GCF_000214175.1_ASM21417v1_ NC_015560 17897
GCF_000214175.1_ASM21417v1_ NC_015561 106784
GCF_000214785.1_ASM21478v1_ NC_015598 194769
GCF_000214785.1_ASM21478v1_ NC_015603 46296
GCF_000214845.1_ASM21484v1_ NC_017273 440026
GCF_000215895.1_ASM21589v1_ NC_017577 120153
GCF_000215895.1_ASM21589v1_ NC_017580 91728
GCF_000215895.1_ASM21589v1_ NC_017578 71173
GCF_000217715.1_ASM21771v1_ NC_015658 436718
GCF_000217715.1_ASM21771v1_ NC_015667 181778
GCF_000217715.1_ASM21771v1_ NC_015659 68763
GCF_000218585.1_ASM21858v1_ NC_017536 133055
GCF_000218585.1_ASM21858v1_ NC_017539 167269
GCF_000218875.1_ASM21887v1_ NC_015715 37387
GCF_000218875.1_ASM21887v1_ NC_015716 34161
GCF_000218895.1_ASM21889v1_ NC_015693 106999
GCF_000218895.1_ASM21889v1_ NC_015704 93527
GCF_000218895.1_ASM21889v1_ NC_015694 66926
GCF_000218895.1_ASM21889v1_ NC_015705 44754
GCF_000218895.1_ASM21889v1_ NC_015695 38784
GCF_000219455.1_ASM21945v1_ NC_017220 4233
GCF_000219455.1_ASM21945v1_ NC_017222 6230
GCF_000219515.2_ASM21951v3_ NZ_CP006633 3319
GCF_000219515.2_ASM21951v3_ NZ_CP006634 4086
GCF_000219515.2_ASM21951v3_ NZ_CP006635 161511
GCF_000219535.2_ASM21953v3_ NZ_CP007808 7095
GCF_000219535.2_ASM21953v3_ NZ_CP007807 32617
GCF_000219805.1_ASM21980v1_ NC_015756 18992
GCF_000220485.1_ASM22048v1_ NC_017541 202852
GCF_000221025.1_ASM22102v1_ NC_015851 251782
GCF_000221025.1_ASM22102v1_ NC_015852 9778
GCF_000221025.1_ASM22102v1_ NC_015853 14110
GCF_000221025.1_ASM22102v1_ NC_015854 29704
GCF_000221985.1_ASM22198v1_ NC_015876 4727
GCF_000222305.1_ASM22230v1_ NC_015907 26473
GCF_000222305.1_ASM22230v1_ NC_015903 30294
GCF_000222305.1_ASM22230v1_ NC_015908 30547
GCF_000222305.1_ASM22230v1_ NC_015904 30529
GCF_000222305.1_ASM22230v1_ NC_015909 29936
GCF_000222305.1_ASM22230v1_ NC_015905 30092
GCF_000222305.1_ASM22230v1_ NC_015910 30767
GCF_000222305.1_ASM22230v1_ NC_015906 66242
GCF_000222305.1_ASM22230v1_ NC_015911 10209
GCF_000222305.1_ASM22230v1_ NC_015915 27137
GCF_000222305.1_ASM22230v1_ NC_015922 23029
GCF_000222305.1_ASM22230v1_ NC_015916 24945
GCF_000222305.1_ASM22230v1_ NC_015917 27319
GCF_000222305.1_ASM22230v1_ NC_015918 30502
GCF_000222305.1_ASM22230v1_ NC_015919 55219
GCF_000222305.1_ASM22230v1_ NC_015920 29448
GCF_000222835.1_ASM22283v1_ NC_017229 26539
GCF_000222835.1_ASM22283v1_ NC_017230 30000
GCF_000222835.1_ASM22283v1_ NC_017224 30718
GCF_000222835.1_ASM22283v1_ NC_017225 30065
GCF_000222835.1_ASM22283v1_ NC_017226 31118
GCF_000222835.1_ASM22283v1_ NC_017227 30949
GCF_000222835.1_ASM22283v1_ NC_017231 25262
GCF_000222835.1_ASM22283v1_ NC_017228 29421
GCF_000222835.1_ASM22283v1_ NC_017232 24675
GCF_000222835.1_ASM22283v1_ NC_017239 26626
GCF_000222835.1_ASM22283v1_ NC_017233 22901
GCF_000222835.1_ASM22283v1_ NC_017234 22449
GCF_000222835.1_ASM22283v1_ NC_017235 27239
GCF_000222835.1_ASM22283v1_ NC_017236 20715
GCF_000222835.1_ASM22283v1_ NC_017240 30180
GCF_000222835.1_ASM22283v1_ NC_017237 33903
GCF_000222835.1_ASM22283v1_ NC_017241 57919
GCF_000223215.1_ASM22321v1_ NC_017242 3260
GCF_000223905.1_ASM22390v1_ NC_015944 405816
GCF_000224475.1_ASM22447v1_ NC_015955 705810
GCF_000224475.1_ASM22447v1_ NC_015959 23659
GCF_000224535.1_ASM22453v1_ NC_017377 12783
GCF_000224575.1_ASM22457v1_ NC_017380 3253
GCF_000224675.1_ASM22467v1_ NC_015963 166725
GCF_000224675.1_ASM22467v1_ NC_015969 32574
GCF_000224745.1_ASM22474v1_ NC_015970 105449
GCF_000224745.1_ASM22474v1_ NC_015967 3137
GCF_000225265.1_ASM22526v1_ NC_017139 74613
GCF_000225265.1_ASM22526v1_ NC_017140 9699
GCF_000225265.1_ASM22526v1_ NC_017141 7006
GCF_000225325.1_ASM22532v1_ NC_015979 58739
GCF_000225325.1_ASM22532v1_ NC_015980 18715
GCF_000225445.1_ASM22544v1_ NC_017257 7784
GCF_000225445.1_ASM22544v1_ NC_017258 3645
GCF_000225465.1_ASM22546v1_ NC_017261 7689
GCF_000225465.1_ASM22546v1_ NC_017260 4884
GCF_000226275.1_ASM22627v1_ NC_017172 20301
GCF_000226605.1_ASM22660v1_ NC_017438 7480
GCF_000226975.2_ASM22697v3_ NZ_CP019286 216196
GCF_000226975.2_ASM22697v3_ NZ_CP019287 3760
GCF_000227625.1_ASM22762v1_ NC_017647 54289
GCF_000227625.1_ASM22762v1_ NC_017648 5163
GCF_000227625.1_ASM22762v1_ NC_017649 4197
GCF_000227625.1_ASM22762v1_ NC_017650 1549
GCF_000230555.1_ASM23055v1_ NC_016079 4050
GCF_000230735.2_ASM23073v3_ NC_019967 287800
GCF_000230735.2_ASM23073v3_ NC_019963 275821
GCF_000230955.2_ASM23095v3_ NZ_CP007061 315592
GCF_000233435.1_ASM23343v1_ NC_016150 3088
GCF_000233595.1_ASM23359v1_ NC_017553 280753
GCF_000234825.3_ASM23482v3_ NC_016827 37252
GCF_000234825.3_ASM23482v3_ NC_016820 35428
GCF_000234825.3_ASM23482v3_ NC_016821 24548
GCF_000234825.3_ASM23482v3_ NC_016828 19293
GCF_000235565.1_ASM23556v1_ NC_016637 11991
GCF_000236405.1_ASM23640v1_ NC_016598 3816
GCF_000236455.2_ASM23645v2_ NZ_LN906635 138515
GCF_000236455.2_ASM23645v2_ NZ_LN906636 9093
GCF_000236475.1_ASM23647v1_ NC_017497 3978
GCF_000236475.1_ASM23647v1_ NC_017495 17661
GCF_000236475.1_ASM23647v1_ NC_017493 49219
GCF_000236475.1_ASM23647v1_ NC_017496 53630
GCF_000236585.1_ASM23658v1_ NC_016634 19716
GCF_000236925.1_ASM23692v1_ NC_016942 24853
GCF_000237205.1_ASM23720v1_ NC_015710 132038
GCF_000237265.1_ASM23726v1_ NC_017348 2993
GCF_000237865.1_ASM23786v1_ NC_017457 100258
GCF_000237865.1_ASM23786v1_ NC_017460 6129
GCF_000237865.1_ASM23786v1_ NC_017458 6056
GCF_000237995.1_ASM23799v2_ NC_016635 1815
GCF_000237995.1_ASM23799v2_ NC_016606 2450
GCF_000237995.1_ASM23799v2_ NC_016636 17830
GCF_000237995.1_ASM23799v2_ NC_016607 23136
GCF_000237995.1_ASM23799v2_ NC_016608 36338
GCF_000237995.1_ASM23799v2_ NC_017017 18800
GCF_000237995.1_ASM23799v2_ NC_017018 16067
GCF_000237995.1_ASM23799v2_ NC_017019 33246
GCF_000238395.3_ASM23839v4_ NZ_CP011027 97261
GCF_000239235.1_ASM23923v1_ NC_017350 22317
GCF_000239475.1_ASM23947v1_ NC_017725 27111
GCF_000239475.1_ASM23947v1_ NC_017804 61166
GCF_000240165.1_ASM24016v1_ NC_017585 1812548
GCF_000240185.1_ASM24018v2_ NC_016838 122799
GCF_000240185.1_ASM24018v2_ NC_016846 111195
GCF_000240185.1_ASM24018v2_ NC_016839 105974
GCF_000240185.1_ASM24018v2_ NC_016840 3751
GCF_000240185.1_ASM24018v2_ NC_016847 3353
GCF_000240185.1_ASM24018v2_ NC_016841 1308
GCF_000240905.2_ASM24090v3_ NZ_CP019187 100629
GCF_000240905.2_ASM24090v3_ NZ_CP019188 95279
GCF_000241585.2_ASM24158v3_ NZ_AP014882 187193
GCF_000241585.2_ASM24158v3_ NZ_AP014883 6331
GCF_000241585.2_ASM24158v3_ NZ_AP014884 2799
GCF_000241585.2_ASM24158v3_ NZ_AP014885 2278
GCF_000242335.1_ASM24233v3_ NC_019961 4946
GCF_000242335.1_ASM24233v3_ NC_019969 4175
GCF_000242935.2_ASM24293v3_ NZ_CP007054 99831
GCF_000243075.1_ASM24307v1_ NC_016746 8462
GCF_000243075.1_ASM24307v1_ NC_016747 4245
GCF_000245515.1_ASM24551v1_ NC_017653 94015
GCF_000245515.1_ASM24551v1_ NC_017657 66078
GCF_000245515.1_ASM24551v1_ NC_017654 12068
GCF_000245515.1_ASM24551v1_ NC_017658 6211
GCF_000245515.1_ASM24551v1_ NC_017655 5954
GCF_000248095.2_ASM24809v3_ NZ_CP011014 108311
GCF_000250635.1_ASM25063v1_ NC_016936 54948
GCF_000250945.1_ASM25094v1_ NC_017032 56520
GCF_000250945.1_ASM25094v1_ NC_017023 3847
GCF_000250945.1_ASM25094v1_ NC_017024 4119
GCF_000253075.1_ASM25307v1_ NC_015407 1840
GCF_000253135.1_ASM25313v1_ NC_017346 2241
GCF_000253135.1_ASM25313v1_ NC_017344 27271
GCF_000253175.1_ASM25317v1_ NC_017565 72460
GCF_000255135.1_ASM25513v1_ NC_016748 13386
GCF_000255915.1_ASM25591v1_ NC_017035 5360
GCF_000255955.1_ASM25595v1_ NC_017064 5289
GCF_000257545.3_ASM25754v3_ NZ_CP005961 410512
GCF_000258025.1_ASM25802v1_ NC_017661 5360
GCF_000258245.1_ASM25824v1_ NC_017590 142731
GCF_000258365.1_ASM25836v1_ NC_017624 37581
GCF_000259235.1_ASM25923v1_ NC_017734 8304
GCF_000259255.1_ASM25925v1_ NC_017738 12465
GCF_000259275.1_ASM25927v1_ NC_017736 14124
GCF_000260965.1_ASM26096v1_ NC_017858 47825
GCF_000261345.2_ASM26134v2_ NZ_CP013739 167754
GCF_000261345.2_ASM26134v2_ NZ_CP013740 7234
GCF_000262125.1_ASM26212v1_ NC_017907 92728
GCF_000262125.1_ASM26212v1_ NC_017903 37785
GCF_000262715.1_ASM26271v1_ NC_017925 3423
GCF_000264455.2_ASM26445v2_ NC_017957 692456
GCF_000264455.2_ASM26445v2_ NC_017966 690188
GCF_000264455.2_ASM26445v2_ NC_017958 1126962
GCF_000264455.2_ASM26445v2_ NC_017959 83885
GCF_000264765.2_ASM26476v2_ NZ_CP006665 127046
GCF_000264765.2_ASM26476v2_ NZ_CP006666 2219
GCF_000264945.2_ASM26494v2_ NZ_CP013071 139218
GCF_000264945.2_ASM26494v2_ NZ_CP013072 108430
GCF_000264945.2_ASM26494v2_ NZ_CP013073 43761
GCF_000266885.1_ASM26688v1_ NC_018021 25287
GCF_000266945.1_ASM26694v1_ NC_018026 26923
GCF_000270025.1_ASM27002v1_ NC_017369 9129
GCF_000270045.1_ASM27004v1_ NC_017370 2637
GCF_000271405.2_ASM27140v2_ NC_015845 28699
GCF_000272715.4_ASM27271v4_ NZ_CP009564 120340
GCF_000272735.4_ASM27273v4_ NZ_CP009562 120346
GCF_000272755.4_ASM27275v4_ NZ_CP009563 80098
GCF_000272775.4_ASM27277v4_ NZ_CP009560 158195
GCF_000272835.4_ASM27283v4_ NZ_CP009570 118585
GCF_000272895.2_ASM27289v3_ NZ_CP009567 158521
GCF_000272895.2_ASM27289v3_ NZ_CP009568 3605
GCF_000272895.2_ASM27289v3_ NZ_CP009566 94725
GCF_000276705.2_ASM27670v2_ NC_021501 110781
GCF_000276705.2_ASM27670v2_ NC_018107 353865
GCF_000277755.1_ASM27775v1_ NC_018146 18350
GCF_000277755.1_ASM27775v1_ NC_018147 14947
GCF_000277755.1_ASM27775v1_ NC_018148 13742
GCF_000280315.2_ASM28031v2_ NZ_CP007599 39599
GCF_000280495.2_ASM28049v2_ NZ_CP018017 290108
GCF_000280495.2_ASM28049v2_ NZ_CP018018 14706
GCF_000281195.1_ASM28119v1_ NC_018222 12893
GCF_000281195.1_ASM28119v1_ NC_018223 62162
GCF_000281435.2_ASM28143v2_ NZ_CP007728 15096
GCF_000281435.2_ASM28143v2_ NZ_CP007729 243824
GCF_000281435.2_ASM28143v2_ NZ_CP007730 113639
GCF_000281535.2_ASM28153v2_ NZ_CP008828 15096
GCF_000281535.2_ASM28153v2_ NZ_CP008829 243824
GCF_000281535.2_ASM28153v2_ NZ_CP008830 113639
GCF_000281695.1_ASM28169v1_ NC_018225 95989
GCF_000283575.1_ASM28357v1_ NC_016046 60586
GCF_000283635.1_ASM28363v1_ NC_016750 12728
GCF_000283975.1_ASM28397v1_ NC_018265 199075
GCF_000284055.1_ASM28405v1_ NC_017020 31974
GCF_000284055.1_ASM28405v1_ NC_017029 18263
GCF_000284055.1_ASM28405v1_ NC_017021 22851
GCF_000284075.1_ASM28407v1_ NC_017055 15099
GCF_000284095.1_ASM28409v1_ NC_017078 285449
GCF_000284095.1_ASM28409v1_ NC_017076 94348
GCF_000284095.1_ASM28409v1_ NC_017073 73380
GCF_000284095.1_ASM28409v1_ NC_017069 72893
GCF_000284095.1_ASM28409v1_ NC_017074 35182
GCF_000284095.1_ASM28409v1_ NC_017070 29913
GCF_000284095.1_ASM28409v1_ NC_017077 29781
GCF_000284095.1_ASM28409v1_ NC_017071 4693
GCF_000284095.1_ASM28409v1_ NC_017072 2614
GCF_000284115.1_ASM28411v1_ NC_017081 81157
GCF_000284155.1_ASM28415v1_ NC_017041 26610
GCF_000284235.1_ASM28423v1_ NC_017193 1989
GCF_000284635.1_ASM28463v1_ NC_017762 23054
GCF_000285655.3_EC958.v1_ NZ_HG941719 135602
GCF_000285655.3_EC958.v1_ NZ_HG941720 4080
GCF_000287215.2_ASM28721v3_ NZ_CP007568 11276
GCF_000294695.2_ASM29469v2_ NC_009453 112992
GCF_000294695.2_ASM29469v2_ NC_018532 231551
GCF_000294775.2_ASM29477v2_ NZ_CP015507 386866
GCF_000297055.2_ASM29705v2_ NC_022358 86619
GCF_000298115.2_ASM29811v2_ NC_016035 3424
GCF_000298115.2_ASM29811v2_ NC_016034 2707
GCF_000298115.2_ASM29811v2_ NC_018611 56473
GCF_000298435.2_ASM29843v2_ NC_018636 7491
GCF_000298475.2_ASM29847v2_ NC_018640 7553
GCF_000298495.2_ASM29849v2_ NC_018635 7553
GCF_000298535.2_ASM29853v2_ NC_018634 7552
GCF_000298555.2_ASM29855v2_ NC_018637 7552
GCF_000299255.1_ASM29925v1_ NC_018651 109274
GCF_000299255.1_ASM29925v1_ NC_018654 74213
GCF_000299255.1_ASM29925v1_ NC_018652 1549
GCF_000299455.1_ASM29945v1_ NC_018666 74217
GCF_000299455.1_ASM29945v1_ NC_018659 88544
GCF_000299455.1_ASM29945v1_ NC_018660 1549
GCF_000299475.1_ASM29947v1_ NC_018662 75573
GCF_000299475.1_ASM29947v1_ NC_018663 1549
GCF_000300135.1_ASM30013v1_ NC_018674 21990
GCF_000300135.1_ASM30013v1_ NC_018698 29615
GCF_000300135.1_ASM30013v1_ NC_018675 40165
GCF_000300135.1_ASM30013v1_ NC_018699 36602
GCF_000300175.1_ASM30017v1_ NC_018680 45406
GCF_000300235.2_ASM30023v2_ NZ_CP004389 192380
GCF_000300295.4_ASM30029v4_ NZ_CP011850 180124
GCF_000300295.4_ASM30029v4_ NZ_CP011851 33516
GCF_000300295.4_ASM30029v4_ NZ_CP011852 51573
GCF_000300295.4_ASM30029v4_ NZ_CP013669 57445
