Assembly Accession size
GCF_000022625.1_ASM2262v1_ NC_012441 2125701
GCF_000022625.1_ASM2262v1_ NC_012442 1185518
GCF_000022685.1_ASM2268v1_ NC_012808 5511322
GCF_000022705.1_ASM2270v1_ NC_012814 1938709
GCF_000022725.1_ASM2272v1_ NC_012846 2341328
GCF_000022785.1_ASM2278v1_ NC_017560 1111612
GCF_000022805.1_ASM2280v1_ NC_017154 4640720
GCF_000022825.1_ASM2282v1_ NC_017160 4626944
GCF_000022845.1_ASM2284v1_ NC_014029 4553586
GCF_000022885.2_ASM2288v2_ NC_012779 3812301
GCF_000022905.1_ASM2290v1_ NC_012590 2790189
GCF_000022965.1_ASM2296v1_ NC_012815 1938483
GCF_000022985.1_ASM2298v1_ NC_012913 2313035
GCF_000023005.1_ASM2300v1_ NC_012633 1278540
GCF_000023025.1_ASM2302v1_ NC_012997 5193164
GCF_000023065.1_ASM2306v1_ NC_012691 3471292
GCF_000023085.1_ASM2308v1_ NC_012984 3197759
GCF_000023125.1_ASM2312v1_ NC_013037 6967790
GCF_000023145.1_ASM2314v1_ NC_012704 2446804
GCF_000023165.1_ASM2316v1_ NZ_CP001621 1089202
GCF_000023245.1_ASM2324v1_ NC_013093 8248144
GCF_000023265.1_ASM2326v1_ NC_013124 2158157
GCF_000023285.1_ASM2328v1_ NC_013162 2612925
GCF_000023305.1_ASM2330v1_ NC_017453 1892681
GCF_000023325.1_ASM2332v1_ NC_012785 2302126
GCF_000023365.1_ASM2336v1_ NC_017625 4630707
GCF_000023385.1_ASM2338v1_ NC_012793 3464618
GCF_000023405.1_ASM2340v1_ NC_013172 3614992
GCF_000023465.1_ASM2346v1_ NC_014041 5128187
GCF_000023585.1_ASM2358v1_ NC_012914 7184930
GCF_000023625.1_ASM2362v1_ NC_012943 4398250
GCF_000023685.1_ASM2368v1_ NZ_CP001668 1084586
GCF_000023705.1_ASM2370v1_ NC_012968 2547570
GCF_000023745.1_ASM2374v1_ NC_012969 2995511
GCF_000023765.2_ASM2376v2_ NC_012985 1227328
GCF_000023785.1_ASM2378v1_ NC_012982 3455622
GCF_000023805.1_ASM2380v1_ NC_017354 1568826
GCF_000023845.1_ASM2384v1_ NC_013170 1617804
GCF_000023885.1_ASM2388v1_ NC_013165 3165038
GCF_000023905.1_ASM2390v1_ NC_013192 2465610
GCF_000023925.1_ASM2392v1_ NC_013169 2785024
GCF_000023945.1_ASM2394v1_ NC_013158 3116795
GCF_000023985.1_ASM2398v1_ NC_013156 1485061
GCF_000024065.1_ASM2406v1_ NC_013174 2749646
GCF_000024085.1_ASM2408v1_ NC_013166 2852073
GCF_000024105.1_ASM2410v1_ NC_013171 1883067
GCF_000024125.1_ASM2412v1_ NC_013222 3530383
GCF_000024145.1_ASM2414v1_ NC_017285 1241020
GCF_000024185.1_ASM2418v1_ NC_013790 2937203
GCF_000024205.1_ASM2420v1_ NC_013216 4545624
GCF_000024225.1_ASM2422v1_ NC_013203 1543805
GCF_000024265.1_ASM2426v1_ NC_013204 3632260
GCF_000024285.1_ASM2428v1_ NC_013205 3018755
GCF_000024325.1_ASM2432v1_ NC_013223 2864304
GCF_000024365.1_ASM2436v1_ NC_013235 6060298
GCF_000024405.1_ASM2440v1_ NC_013517 4418842
GCF_000024425.1_ASM2442v1_ NC_013946 3097457
GCF_000024445.1_ASM2444v1_ NC_013714 2636367
GCF_000024465.1_ASM2446v1_ NC_014010 2753527
GCF_000024505.1_ASM2450v1_ NC_013532 1206806
GCF_000024565.1_ASM2456v1_ NC_013515 1662578
GCF_000024585.1_ASM2458v1_ NC_013450 2824404
GCF_000024605.1_ASM2460v1_ NC_013385 2129237
GCF_000024625.1_ASM2462v1_ NC_013407 1746329
GCF_000024665.1_ASM2466v1_ NC_013410 3842635
GCF_000024685.1_ASM2468v1_ NC_013406 7121665
GCF_000024705.1_ASM2470v1_ NC_013411 3622844
GCF_000024705.1_ASM2470v1_ NC_013412 45057
GCF_000024725.1_ASM2472v1_ NC_013960 4079427
GCF_000024745.1_ASM2474v1_ NC_017274 2668974
GCF_000024765.1_ASM2476v1_ NC_013422 2582886
GCF_000024785.1_ASM2478v1_ NC_013441 5208602
GCF_000024805.1_ASM2480v1_ NC_013440 9446314
GCF_000024825.1_ASM2482v1_ NC_013456 3259580
GCF_000024825.1_ASM2482v1_ NC_013457 1829445
GCF_000024845.1_ASM2484v1_ NC_013501 3261604
GCF_000024905.1_ASM2490v1_ NC_013522 1848474
GCF_000024925.1_ASM2492v1_ NC_013521 4253413
GCF_000024945.1_ASM2494v1_ NC_013520 2132142
GCF_000024985.1_ASM2498v1_ NC_013523 2741033
GCF_000024985.1_ASM2498v1_ NC_013524 1252731
GCF_000025045.1_ASM2504v1_ NC_013656 2598144
GCF_000025085.1_ASM2508v1_ NC_013893 2658366
GCF_000025105.1_ASM2510v1_ NC_013642 1809823
GCF_000025125.1_ASM2512v1_ NC_013771 1443806
GCF_000025145.1_ASM2514v1_ NC_017340 2821452
GCF_000025185.1_ASM2518v1_ NC_013720 6196199
GCF_000025205.1_ASM2520v1_ NC_013721 1617545
GCF_000025225.2_ASM2522v1_ NC_013895 1809746
GCF_000025245.1_ASM2524v1_ NC_017214 1942198
GCF_000025265.1_ASM2526v1_ NC_013739 6359369
GCF_000025285.1_ASM2528v1_ NC_013741 1560622
GCF_000025305.1_ASM2530v1_ NC_013740 2329769
GCF_000025345.1_ASM2534v1_ NC_013757 5322497
GCF_000025365.1_ASM2536v1_ NC_017502 1012027
GCF_000025385.1_ASM2538v1_ NC_017503 977612
GCF_000025405.2_ASM2540v1_ NC_013956 4703373
GCF_000025425.1_ASM2542v1_ NC_017279 1635045
GCF_000025485.1_ASM2548v1_ NC_013851 3526903
GCF_000025505.1_ASM2550v1_ NC_013849 2196266
GCF_000025525.1_ASM2552v1_ NC_013887 1760939
GCF_000025545.1_ASM2554v1_ NC_013889 2744800
GCF_000025565.1_ASM2556v1_ NC_014121 5314581
GCF_000025605.1_ASM2560v1_ NC_013894 1500577
GCF_000025625.1_ASM2562v1_ NC_013922 3751858
GCF_000025665.1_ASM2566v1_ NC_013926 1486778
GCF_000025705.1_ASM2570v1_ NC_013959 3003656
GCF_000025745.1_ASM2574v1_ NC_017628 5108383
GCF_000025765.1_ASM2576v1_ NC_014039 2495334
GCF_000025845.1_ASM2584v1_ NC_014014 934379
GCF_000025885.1_ASM2588v1_ NC_014011 1980592
GCF_000025905.1_ASM2590v1_ NC_014008 3750771
GCF_000025925.1_ASM2592v1_ NC_014033 3619559
GCF_000025945.1_ASM2594v1_ NC_006138 3523383
GCF_000025985.1_ASM2598v1_ NC_003228 5205140
GCF_000026005.1_ASM2600v1_ NC_005295 1516355
GCF_000026025.1_ASM2602v1_ NC_004552 1144377
GCF_000026045.1_ASM2604v1_ NC_007426 2595221
GCF_000026065.1_ASM2606v1_ NC_007576 1884661
GCF_000026085.1_ASM2608v1_ NC_007481 3214944
GCF_000026085.1_ASM2608v1_ NC_007482 635328
GCF_000026125.1_ASM2612v1_ NC_009138 3424307
GCF_000026205.1_ASM2620v1_ NC_011047 601943
GCF_000026225.1_ASM2622v1_ NC_011740 4588711
GCF_000026245.1_ASM2624v1_ NC_011748 5154862
GCF_000026265.1_ASM2626v1_ NC_011741 4700560
GCF_000026285.1_ASM2628v2_ NC_011742 5032268
GCF_000026345.1_ASM2634v1_ NC_011750 5132068
GCF_000026405.1_ASM2640v1_ NC_010471 1796284
GCF_000026445.2_ASM2644v2_ NC_020133 6208955
GCF_000026485.1_ASM2648v1_ NC_010999 3079196
GCF_000026505.1_ASM2650v1_ NC_013198 3010111
GCF_000026525.1_ASM2652v1_ NC_013199 2968598
GCF_000026545.1_ASM2654v1_ NC_011601 4965553
GCF_000026565.1_ASM2656v1_ NC_011147 4581797
GCF_000026605.1_ASM2660v1_ NC_012470 2149868
GCF_000026665.1_ASM2666v1_ NC_011900 2221315
GCF_000026685.1_ASM2668v1_ NC_011896 3268071
GCF_000026725.1_ASM2672v1_ NC_012924 2095898
GCF_000026745.1_ASM2674v1_ NC_012926 2146229
GCF_000026905.1_ASM2690v1_ NC_012687 1044282
GCF_000026925.1_ASM2692v1_ NC_012686 1044352
GCF_000026965.1_ASM2696v1_ NC_017501 2277550
GCF_000027045.1_ASM2704v1_ NC_017331 3043210
GCF_000027065.2_ASM2706v1_ NC_013282 4384463
GCF_000027085.1_ASM2708v1_ NC_013716 5346659
GCF_000027125.1_ASM2712v1_ NC_017626 5241977
GCF_000027165.1_ASM2716v1_ NC_013853 2146611
GCF_000027185.1_ASM2718v1_ NC_013798 2350911
GCF_000027305.1_ASM2730v1_ NC_000907 1830138
GCF_000027325.1_ASM2732v1_ NC_000908 580076
GCF_000027345.1_ASM2734v1_ NC_000912 816394
GCF_000039765.1_ASM3976v1_ NC_004459 3281866
GCF_000039765.1_ASM3976v1_ NC_004460 1844830
GCF_000043285.1_ASM4328v1_ NC_005061 705557
GCF_000046685.1_ASM4668v1_ NC_005955 1581384
GCF_000046705.1_ASM4670v1_ NC_005956 1931047
GCF_000050425.1_ASM5042v1_ NC_006832 1512977
GCF_000055945.1_ASM5594v1_ NC_008011 1457619
GCF_000056065.1_ASM5606v1_ NC_008054 1864998
GCF_000060285.1_ASM6028v1_ NC_008555 2814130
GCF_000060345.1_ASM6034v1_ NC_008571 3798465
GCF_000063505.1_ASM6350v1_ NC_009481 2366980
GCF_000063525.1_ASM6352v1_ NC_009482 2224914
GCF_000063545.1_ASM6354v1_ NC_009488 2127051
GCF_000063585.1_ASM6358v1_ NC_009495 3886916
GCF_000063605.1_ASM6360v1_ NC_009497 877438
GCF_000064305.2_ASM6430v2_ NC_009613 2860382
GCF_000067045.1_ASM6704v1_ NC_010125 3944163
GCF_000068525.2_ASM6852v2_ NC_010280 1038863
GCF_000068585.1_ASM6858v1_ NC_010287 1038842
GCF_000069025.1_ASM6902v1_ NC_010364 2000962
GCF_000069185.1_ASM6918v1_ NC_010397 5067172
GCF_000069225.1_ASM6922v1_ NC_010407 3258645
GCF_000069245.1_ASM6924v1_ NC_010410 3936291
GCF_000069925.1_ASM6992v1_ NC_010544 879959
GCF_000069945.1_ASM6994v1_ NC_010545 2369219
GCF_000070465.1_ASM7046v1_ NC_010645 3732255
GCF_000085225.1_ASM8522v1_ NC_013315 4110554
GCF_000085865.1_ASM8586v1_ NC_013511 665445
GCF_000089865.1_ASM8986v1_ NC_013948 1006702
GCF_000090405.2_ASM9040v2_ NC_014032 3619447
GCF_000090965.1_ASM9096v1_ NC_008513 416380
GCF_000091005.1_ASM9100v1_ NC_013361 5697240
GCF_000091325.1_ASM9132v1_ NC_014012 4962103
GCF_000091345.1_ASM9134v1_ NC_012973 1576758
GCF_000091405.1_ASM9140v1_ NC_013504 1755993
GCF_000091465.1_ASM9146v1_ NC_011753 3299303
GCF_000091465.1_ASM9146v1_ NC_011744 1675515
GCF_000091545.1_ASM9154v1_ NC_006461 1849742
GCF_000091645.1_ASM9164v1_ NC_013928 2013587
GCF_000091665.1_ASM9166v1_ NC_000909 1664970
GCF_000091905.1_ASM9190v1_ NC_012925 2007491
GCF_000091985.1_ASM9198v1_ NC_013949 1578097
GCF_000092105.1_ASM9210v1_ NC_014148 5423075
GCF_000092125.1_ASM9212v1_ NC_014212 3249394
GCF_000092185.1_ASM9218v1_ NC_014160 1316595
GCF_000092205.1_ASM9220v1_ NC_014216 3097763
GCF_000092265.1_ASM9226v1_ NC_014147 1863286
GCF_000092305.1_ASM9230v1_ NC_014122 1328194
GCF_000092325.1_ASM9232v1_ NC_014169 2477838
GCF_000092345.1_ASM9234v1_ NC_017297 3993083
GCF_000092365.1_ASM9236v1_ NC_014218 1986154
GCF_000092405.1_ASM9240v1_ NC_014220 2405559
GCF_000092425.1_ASM9242v1_ NC_014221 3260398
GCF_000092445.1_ASM9244v1_ NC_014206 3650813
GCF_000092465.1_ASM9246v1_ NC_014205 1580347
GCF_000092485.1_ASM9248v1_ NC_017434 1042522
GCF_000092505.1_ASM9250v1_ NC_014136 2002721
GCF_000092585.1_ASM9258v1_ NC_004829 1012800
GCF_000092645.1_ASM9264v1_ NC_014165 4189976
GCF_000092665.1_ASM9266v1_ NC_017439 1042996
GCF_000092685.1_ASM9268v1_ NC_017429 1042810
GCF_000092705.1_ASM9270v1_ NC_017430 1042354
GCF_000092725.1_ASM9272v1_ NC_017440 1042875
GCF_000092745.1_ASM9274v1_ NC_017431 1043025
GCF_000092765.1_ASM9276v1_ NC_017217 1944050
GCF_000092785.1_ASM9278v1_ NC_014225 2116312
GCF_000092805.1_ASM9280v1_ NC_017432 1042811
GCF_000092825.1_ASM9282v1_ NC_014168 3157527
GCF_000092845.1_ASM9284v1_ NC_014150 3241804
GCF_000092905.1_ASM9290v1_ NC_014098 3384766
GCF_000092945.1_ASM9294v1_ NC_014152 3157416
GCF_000092965.1_ASM9296v1_ NC_014209 2306092
GCF_000093005.1_ASM9300v1_ NC_017436 1042520
GCF_000093025.1_ASM9302v1_ NC_014207 3059871
GCF_000093065.1_ASM9306v1_ NC_014109 574390
GCF_000093085.1_ASM9308v1_ NC_014219 3592487
GCF_000093165.1_ASM9316v1_ NC_013418 636994
GCF_000093185.1_ASM9318v1_ NC_017355 1588278
GCF_000143085.1_ASM14308v1_ NC_014315 3328570
GCF_000143205.1_ASM14320v1_ NC_017949 2530294
GCF_000143225.1_ASM14322v1_ NC_014323 5513887
GCF_000143605.1_ASM14360v1_ NC_014335 5196054
GCF_000143705.1_ASM14370v1_ NC_014329 2337913
GCF_000143845.1_ASM14384v1_ NC_014363 2051896
GCF_000143865.1_ASM14386v1_ NC_021025 1193808
GCF_000143945.1_ASM14394v1_ NC_017504 811088
GCF_000144405.1_ASM14440v1_ NC_014370 1796408
GCF_000144405.1_ASM14440v1_ NC_014371 1371874
GCF_000144605.1_ASM14460v1_ NC_014375 3445263
GCF_000144625.1_ASM14462v1_ NC_014376 4662871
GCF_000144645.1_ASM14464v1_ NC_014377 2280035
GCF_000144675.1_ASM14467v1_ NC_017301 2328208
GCF_000144695.1_ASM14469v1_ NC_014378 2469596
GCF_000144915.1_ASM14491v1_ NC_014374 1496453
GCF_000144955.1_ASM14495v1_ NC_017338 2811435
GCF_000145035.1_ASM14503v1_ NC_014387 3554804
GCF_000145035.1_ASM14503v1_ NC_014388 302358
GCF_000145215.1_ASM14521v1_ NC_014392 2532343
GCF_000145235.1_ASM14523v1_ NC_014391 7025559
GCF_000145295.1_ASM14529v1_ NC_014408 1634695
GCF_000145595.1_ASM14559v1_ NC_017341 2924344
GCF_000145615.1_ASM14561v1_ NC_014410 2785752
GCF_000145705.1_ASM14570v1_ NC_014448 839615
GCF_000146025.2_ASM14602v1_ NC_020419 1125857
GCF_000146065.2_ASM14606v1_ NC_020449 2246820
GCF_000146305.1_ASM14630v1_ NC_017309 3684607
GCF_000146505.1_ASM14650v1_ NC_017448 3843004
GCF_000146975.1_ASM14697v1_ NC_014494 2130580
GCF_000147075.1_ASM14707v1_ NC_014484 2472645
GCF_000147095.1_ASM14709v1_ NC_014498 2240045
GCF_000147355.1_ASM14735v1_ NC_014506 2153198
GCF_000147695.2_ASM14769v3_ NC_015958 2785056
GCF_000147715.2_ASM14771v3_ NC_017934 2974229
GCF_000147735.2_ASM14773v3_ NC_017571 5066051
GCF_000147855.2_ASM14785v3_ NC_016902 4920168
GCF_000148365.1_ASM14836v1_ NC_017631 5131397
GCF_000148385.1_ASM14838v1_ NC_014537 2374137
GCF_000148405.1_ASM14840v1_ NC_017562 2491203
GCF_000148605.1_ASM14860v1_ NC_017632 4993013
GCF_000148625.1_ASM14862v1_ NC_014552 977524
GCF_000148645.1_ASM14864v1_ NC_014541 4279159
GCF_000148665.1_ASM14866v1_ NC_017357 1549666
GCF_000148685.1_ASM14868v1_ NC_014539 4077097
GCF_000148685.1_ASM14868v1_ NC_014540 2966498
GCF_000148705.1_ASM14870v1_ NC_017280 1616648
GCF_000148815.2_ASM14881v1_ NC_014554 3254376
GCF_000148855.1_ASM14885v1_ NC_014560 1658051
GCF_000148875.1_ASM14887v1_ NC_014555 1629557
GCF_000148895.1_ASM14889v1_ NC_017358 1635449
GCF_000148915.1_ASM14891v1_ NC_017359 1560342
GCF_000148935.1_ASM14893v1_ NC_014562 4024986
GCF_000151105.2_ASM15110v2_ NC_014804 2010078
GCF_000151205.2_ASM15120v2_ NC_016051 2086428
GCF_000152065.2_ASM15206v2_ NC_017303 2337594
GCF_000152165.1_ASM15216v1_ NC_017505 2242947
GCF_000152245.2_ASM15224v2_ NC_014624 4316707
GCF_000152825.2_ASM15282v2_ NC_014414 2902643
GCF_000152925.2_ASM15292v3_ NZ_CP009301 3302548
GCF_000152945.2_ASM15294v2_ NC_020830 2961474
GCF_000153165.2_ASM15316v2_ NC_014472 3868304
GCF_000153405.2_ASM15340v2_ NC_020802 3052410
GCF_000153485.2_ASM15348v2_ NC_018721 4321832
GCF_000153685.2_ASM15368v2_ NC_022350 4408224
GCF_000154585.2_ASM15458v2_ NC_016768 4394985
GCF_000154605.2_ASM15460v2_ NC_018078 4399120
GCF_000154745.2_ASM15474v2_ NC_018286 3758274
GCF_000154765.2_ASM15476v2_ NC_018290 3821831
GCF_000154785.2_ASM15478v2_ NC_015730 4505211
GCF_000155515.2_ASM15551v2_ NC_022112 2939026
GCF_000155675.2_ASM15567v2_ NC_020911 4812600
GCF_000155735.2_ASM15573v2_ NC_020908 5200279
GCF_000156855.2_ASM15685v2_ NC_022240 2233640
GCF_000157355.2_ASM15735v2_ NC_020995 3427276
GCF_000158275.2_ASM15827v2_ NZ_CP007062 2507720
GCF_000159155.2_ASM15915v2_ NC_014644 1667350
GCF_000159455.2_ASM15945v2_ NC_015697 2264399
GCF_000159535.2_ASM15953v2_ NC_017342 2802675
GCF_000160335.2_ASM16033v2_ NC_022113 2756919
GCF_000161795.2_ASM16179v2_ NZ_CP006882 2111515
GCF_000162235.2_ASM16223v2_ NC_022196 2268272
GCF_000163055.2_ASM16305v2_ NC_022124 709850
GCF_000163615.3_ASM16361v3_ NC_017846 2308962
GCF_000163895.2_ASM16389v2_ NC_016630 1931012
GCF_000163915.2_ASM16391v2_ NZ_CP007064 1801686
GCF_000163915.2_ASM16391v2_ NZ_CP007065 372621
GCF_000164015.3_ASM16401v3_ NZ_CP008742 6016828
GCF_000164675.2_ASM16467v2_ NC_015678 2153652
GCF_000164695.2_ASM16469v2_ NC_014643 2506025
GCF_000164965.1_ASM16496v1_ NC_014616 2186882
GCF_000165465.1_ASM16546v1_ NC_017455 2309262
GCF_000165525.1_ASM16552v1_ NC_017451 1932306
GCF_000165575.1_ASM16557v1_ NC_017452 1819370
GCF_000165715.2_ASM16571v3_ NC_015174 6006602
GCF_000165775.1_ASM16577v3_ NC_018528 2129206
GCF_000165905.1_ASM16590v1_ NC_014638 2214656
GCF_000166055.1_ASM16605v1_ NC_014664 4014469
GCF_000166075.1_ASM16607v1_ NC_014650 3840330
GCF_000166295.1_ASM16629v1_ NC_017506 4421911
GCF_000166315.1_ASM16631v1_ NC_014656 2265943
GCF_000166335.1_ASM16633v1_ NC_014657 2428903
GCF_000166355.1_ASM16635v1_ NC_014652 2770676
GCF_000166455.1_ASM16645v2_ NC_016445 3031375
GCF_000166455.1_ASM16645v2_ NC_016446 1046365
GCF_000166635.1_ASM16663v1_ NC_017418 902191
GCF_000166655.1_ASM16665v1_ NC_017403 922801
GCF_000166695.1_ASM16669v1_ NC_014721 2786473
GCF_000166775.1_ASM16677v1_ NC_014720 2843785
GCF_000168315.3_ASM16831v3_ NC_017267 4831746
GCF_000168355.3_ASM16835v3_ NZ_CP002007 2176073
GCF_000168775.2_ASM16877v2_ NC_019551 1894157
GCF_000168875.3_ASM16887v3_ NZ_CP018150 2063021
GCF_000169215.2_ASM16921v2_ NC_017566 4840251
GCF_000171795.2_ASM17179v2_ NZ_CP005388 1636029
GCF_000172575.2_ASM17257v2_ NC_017316 2739625
GCF_000172635.2_ASM17263v2_ NC_018632 4653851
GCF_000172695.2_ASM17269v2_ NZ_CP021124 4562431
GCF_000172715.2_ASM17271v2_ NZ_CP020896 4426693
GCF_000172795.2_ASM17279v2_ NZ_CP020947 4426159
GCF_000172995.2_ASM17299v2_ NC_014729 2820544
GCF_000174395.2_ASM17439v2_ NC_017960 2698137
GCF_000174795.2_ASM17479v2_ NC_014915 3628883
GCF_000175255.2_ASM17525v2_ NC_017262 2021773
GCF_000175295.2_ASM17529v2_ NC_014964 2344824
GCF_000175575.2_ASM17557v2_ NZ_CP005986 2777717
GCF_000175935.2_ASM17593v2_ NC_014837 4368708
GCF_000176855.2_ASM17685v2_ NC_015138 5482170
GCF_000177535.2_ASM17753v2_ NC_015673 2601311
GCF_000177635.2_ASM17763v2_ NC_014836 2928377
GCF_000178115.2_ASM17811v2_ NC_014828 3008576
GCF_000178395.2_ASM17839v2_ NC_015660 3893306
GCF_000178495.2_ASM17849v2_ NZ_CP029003 2318649
GCF_000178835.2_ASM17883v2_ NC_015275 4714237
GCF_000178875.2_ASM17887v2_ NC_016901 5288069
GCF_000178935.2_ASM17893v2_ NC_017360 1566655
GCF_000178975.2_ASM17897v2_ NC_015064 4309153
GCF_000179035.2_ASM17903v2_ NC_015155 742431
GCF_000179575.2_ASM17957v2_ NC_015636 1662525
GCF_000180175.2_ASM18017v2_ NC_022546 4035456
GCF_000182745.2_ASM18274v1_ NC_016027 3136818
GCF_000182835.1_ASM18283v1_ NC_014727 2125753
GCF_000182875.1_ASM18287v1_ NC_017563 1831949
GCF_000183155.1_ASM18315v1_ NC_014738 2155121
GCF_000183185.1_ASM18318v1_ NC_017509 925576
GCF_000183225.1_ASM18322v1_ NC_017255 641799
GCF_000183245.1_ASM18324v1_ NC_017252 641770
GCF_000183285.1_ASM18328v1_ NC_017253 641716
GCF_000183305.1_ASM18330v1_ NC_017254 641771
GCF_000183345.1_ASM18334v1_ NC_017634 4747819
GCF_000183365.1_ASM18336v1_ NC_014751 1008951
GCF_000183385.1_ASM18338v1_ NC_014760 1003404
GCF_000183405.1_ASM18340v1_ NC_014758 2157835
GCF_000183425.1_ASM18342v1_ NC_014759 4511574
GCF_000183665.1_ASM18366v1_ NC_014774 1258278
GCF_000183725.1_ASM18372v1_ NC_014762 2574824
GCF_000183745.1_ASM18374v1_ NC_014761 2303940
GCF_000184065.1_ASM18406v1_ NC_014803 3332787
GCF_000184065.1_ASM18406v1_ NC_014800 704884
GCF_000184185.1_ASM18418v1_ NC_017635 4900968
GCF_000184205.1_ASM18420v1_ NC_017281 1681364
GCF_000184325.1_ASM18432v1_ NC_016602 3294546
GCF_000184325.1_ASM18432v1_ NC_016628 1621862
GCF_000184345.1_ASM18434v2_ NC_017583 2560222
GCF_000184435.1_ASM18443v1_ NC_014814 5547747
GCF_000184685.1_ASM18468v1_ NC_014830 4024382
GCF_000184745.1_ASM18474v1_ NC_014931 6550056
GCF_000184925.1_ASM18492v1_ NC_017304 3561619
GCF_000185185.1_ASM18518v1_ NC_017372 1675918
GCF_000185205.1_ASM18520v1_ NC_017371 1709911
GCF_000185225.1_ASM18522v1_ NC_017362 1624644
GCF_000185245.1_ASM18524v1_ NC_017361 1653913
GCF_000185745.1_ASM18574v1_ NC_014914 1695860
GCF_000185805.1_ASM18580v1_ NC_014926 1682965
GCF_000185885.1_ASM18588v1_ NC_014925 2617381
GCF_000185905.1_ASM18590v1_ NC_014923 6264489
GCF_000185985.2_ASM18598v2_ NC_014909 722585
GCF_000186005.1_ASM18600v1_ NC_014921 1118751
GCF_000186225.1_ASM18622v1_ NC_014933 3998906
GCF_000186245.1_ASM18624v1_ NC_014935 2101285
GCF_000186265.1_ASM18626v1_ NC_014934 4888353
GCF_000186345.1_ASM18634v1_ NC_014962 5472964
GCF_000186405.1_ASM18640v1_ NC_017618 2137435
GCF_000186585.1_ASM18658v1_ NC_014965 3194232
GCF_000186585.1_ASM18658v1_ NC_014966 1813536
GCF_000186665.3_ASM18666v4_ NC_020547 3704284
GCF_000186725.1_ASM18672v1_ NC_017265 4532063
GCF_000187005.1_ASM18700v1_ NC_014974 2346803
GCF_000187205.2_ASM18720v4_ NC_017847 3964912
GCF_000188215.1_ASM18821v1_ NC_017162 3940614
GCF_000188715.1_ASM18871v1_ NC_017567 2159491
GCF_000188955.2_ASM18895v5_ NZ_CP007530 4694375
GCF_000189295.2_ASM18929v2_ NC_016803 3858580
GCF_000189415.1_ASM18941v1_ NC_015144 2272954
GCF_000189455.2_ASM18945v3_ NZ_CP025395 2791410
GCF_000189495.1_ASM18949v1_ NC_017568 2572216
GCF_000189515.1_ASM18951v1_ NC_017467 2145899
GCF_000189775.2_ASM18977v3_ NC_015555 2534358
GCF_000190435.1_ASM19043v1_ NC_015152 3316466
GCF_000190535.1_ASM19053v1_ NC_015160 4392288
GCF_000190575.1_ASM19057v1_ NC_015164 4242803
GCF_000190635.1_ASM19063v1_ NC_015172 3406739
GCF_000191045.1_ASM19104v1_ NC_015185 1541968
GCF_000191145.1_ASM19114v1_ NC_016603 3862530
GCF_000191165.1_ASM19116v1_ NC_017469 1872918
GCF_000191425.1_ASM19142v1_ NC_017513 2184862
GCF_000191445.1_ASM19144v1_ NC_017516 2240883
GCF_000191465.1_ASM19146v1_ NC_017514 2223518
GCF_000191485.1_ASM19148v1_ NC_017517 2287777
GCF_000191505.1_ASM19150v1_ NC_017515 2250449
GCF_000191525.1_ASM19152v1_ NC_017518 2248966
GCF_000191545.1_ASM19154v1_ NC_015214 2078001
GCF_000191565.1_ASM19156v1_ NC_017569 2166384
GCF_000191925.1_ASM19192v1_ NC_015470 1171660
GCF_000192045.2_ASM19204v3_ NZ_CP019725 4898349
GCF_000192105.1_ASM19210v1_ NC_015224 4552107
GCF_000192315.1_ASM19231v1_ NC_017374 1548238
GCF_000192335.1_ASM19233v1_ NC_017381 1562832
GCF_000192395.2_ASM19239v2_ NZ_CP017125 1016707
GCF_000192635.1_ASM19263v1_ NC_015508 2148289
GCF_000192635.1_ASM19263v1_ NC_015183 2823930
GCF_000192705.1_ASM19270v1_ NC_017486 2399458
GCF_000192725.1_ASM19272v1_ NC_017244 2126133
GCF_000192725.1_ASM19272v1_ NC_017245 1185615
GCF_000192745.1_ASM19274v1_ NC_015259 4649365
GCF_000192845.1_ASM19284v1_ NC_015277 6226409
GCF_000192865.1_ASM19286v1_ NC_015276 4684316
GCF_000193185.2_ASM19318v2_ NZ_CP012090 4418548
GCF_000193205.1_ASM19320v1_ NC_015278 2080974
GCF_000193395.1_ASM19339v1_ NC_015311 2937589
GCF_000193435.2_ASM19343v3_ NC_015949 2674809
GCF_000193595.2_ASM19359v3_ NZ_CP009751 4102186
GCF_000194075.2_ASM19407v3_ NZ_CP003494 4334064
GCF_000194115.1_ASM19411v1_ NC_017470 1894401
GCF_000194135.1_ASM19413v1_ NC_015318 1694430
GCF_000194605.1_ASM19460v1_ NC_015321 4633577
GCF_000194625.1_ASM19462v1_ NC_015320 1901943
GCF_000194765.1_ASM19476v1_ NC_017474 3069926
GCF_000194785.1_ASM19478v1_ NC_017473 3039042
GCF_000195085.1_ASM19508v1_ NC_015380 1284727
GCF_000195275.1_ASM19527v1_ NC_015385 2731853
GCF_000195295.1_ASM19529v1_ NC_015388 3282536
GCF_000195315.1_ASM19531v1_ NC_015389 2115681
GCF_000195335.1_ASM19533v1_ NC_015387 2269167
GCF_000195395.4_ASM19539v5_ NC_021829 3032269
GCF_000195435.3_ASM19543v4_ NC_021830 2947460
GCF_000195575.1_ASM19557v1_ NC_015391 2635294
GCF_000195695.1_ASM19569v1_ NC_002928 4773551
GCF_000195715.1_ASM19571v1_ NC_002929 4086189
GCF_000195815.1_ASM19581v1_ NC_002935 2488635
GCF_000195835.2_ASM19583v2_ NC_002945 4349904
