Gene,Sample,Protein accession,e.value,Score,NCBI.ID,Alignment length,Percent alignment
adeB,Bacterial genome,VEIS_RS11005,0,1357.5,NC_008786,1034,0.999033816425121
ClassA,Bacterial genome,VB87_RS12335,9.7e-85,292,NC_013722,273,0.928571428571429
adeB,Bacterial genome,VB87_RS09130,0,1241,NC_013722,1032,0.997101449275362
adeB,Bacterial genome,VB87_RS05935,0,1276.2,NC_013722,1023,0.988405797101449
tolC,Bacterial genome,VB87_RS04160,1.6e-90,311.9,NC_013722,459,1.04555808656036
adeB,Bacterial genome,VB87_RS02145,0,1286.9,NC_013722,1030,0.995169082125604
ANT3,Bacterial genome,VAPAR_RS28075,2.1e-114,388.6,NC_012792,259,0.984790874524715
adeB,Bacterial genome,VAPAR_RS23995,0,1405.8,NC_012791,1030,0.995169082125604
tolC,Bacterial genome,VAPAR_RS18470,2.9e-97,334.1,NC_012791,437,0.995444191343964
ClassA,Bacterial genome,VAPAR_RS16035,2e-103,353.3,NC_012791,277,0.942176870748299
adeB,Bacterial genome,VAPAR_RS12705,0,1050.5,NC_012791,1034,0.999033816425121
adeB,Bacterial genome,VAPA_RS30605,0,1389.3,NC_022234,1034,0.999033816425121
adeB,Bacterial genome,VAPA_RS24555,0,1406.1,NC_022247,1030,0.995169082125604
tolC,Bacterial genome,VAPA_RS18995,1.2e-97,335.3,NC_022247,437,0.995444191343964
ClassA,Bacterial genome,VAPA_RS16435,2.3e-104,356.4,NC_022247,276,0.938775510204082
adeB,Bacterial genome,VAPA_RS14720,0,1052.7,NC_022247,1034,0.999033816425121
tolC,Bacterial genome,VAPA_RS10705,4.4e-84,290.7,NC_022247,440,1.00227790432802
ClassB,Bacterial genome,V529_RS05720,2e-68,238.5,NZ_CP006890,241,0.912878787878788
ANT6,Bacterial genome,V529_RS03385,1e-121,413.1,NZ_CP006890,284,0.986111111111111
adeB,Bacterial genome,USDA257_RS29375,0,1433.5,NC_018000,1027,0.992270531400966
ClassC,Bacterial genome,USDA257_RS27950,6.9e-165,556.1,NC_018000,368,0.955844155844156
tetA,Bacterial genome,USDA257_RS19530,3.2e-94,323.8,NC_018000,391,0.963054187192118
adeB,Bacterial genome,USDA257_RS00305,0,1029.3,NC_018000,1035,1
ClassB,Bacterial genome,UMN798_RS19250,2e-63,222.1,NC_017046,290,1.09848484848485
adeB,Bacterial genome,UMN798_RS17510,0,1475.1,NC_017046,1032,0.997101449275362
tolC,Bacterial genome,UMN798_RS16470,9e-194,652.1,NC_017046,439,1
adeB,Bacterial genome,UMN798_RS12735,0,1413.7,NC_017046,1032,0.997101449275362
ANT3,Bacterial genome,UMN798_RS06280,6.3e-76,262.4,NC_017046,251,0.954372623574145
adeB,Bacterial genome,UMN798_RS02425,0,1487.6,NC_017046,1040,1.0048309178744
adeB,Bacterial genome,UMN798_RS01800,0,1044.1,NC_017046,1039,1.00386473429952
tetD,Bacterial genome,UMN179_RS09830,2.8e-153,518.4,NC_015460,382,0.969543147208122
adeB,Bacterial genome,UFO1_RS23385,0,1031.2,NZ_CP008852,1035,1
adeB,Bacterial genome,UFO1_RS16085,0,1018.1,NZ_CP008852,1039,1.00386473429952
vanC,Bacterial genome,UFO1_RS06740,7.1e-72,250,NZ_CP008852,348,0.994285714285714
tetA,Bacterial genome,UFO1_RS03465,6.6e-95,326,NZ_CP008852,397,0.977832512315271
adeB,Bacterial genome,UFO1_RS00720,2.1e-300,1007,NZ_CP008852,1041,1.00579710144928
ClassC,Bacterial genome,U875_RS22860,1e-152,516.1,NC_022904,358,0.92987012987013
adeB,Bacterial genome,U875_RS10025,0,1025,NC_022904,1040,1.0048309178744
adeB,Bacterial genome,U875_RS05980,0,1528.6,NC_022904,1029,0.994202898550725
adeB,Bacterial genome,U771_RS21095,0,1395.1,NC_023064,1033,0.998067632850242
ClassC,Bacterial genome,U771_RS18125,7.4e-165,556,NC_023064,370,0.961038961038961
adeB,Bacterial genome,U771_RS17780,0,1449.5,NC_023064,1027,0.992270531400966
mexE,Bacterial genome,U771_RS15135,2e-195,657.4,NC_023064,400,0.966183574879227
adeB,Bacterial genome,U771_RS15130,0,1029.6,NC_023064,1041,1.00579710144928
adeB,Bacterial genome,U771_RS07905,0,1423.5,NC_023064,1040,1.0048309178744
vanC,Bacterial genome,U771_RS03845,1.3e-69,242.5,NC_023064,347,0.991428571428571
tolC,Bacterial genome,U771_RS02830,2.6e-91,314.5,NC_023064,425,0.968109339407745
tolC,Bacterial genome,U769_RS27070,1.2e-92,318.9,NC_023019,422,0.96127562642369
adeB,Bacterial genome,U769_RS25015,0,1377.6,NC_023019,1035,1
CAT,Bacterial genome,U769_RS22705,7.3e-58,203.2,NC_023019,204,0.940092165898618
tetA,Bacterial genome,U769_RS19965,5.4e-83,286.8,NC_023019,384,0.945812807881773
adeB,Bacterial genome,U769_RS15110,0,1311.9,NC_023019,1025,0.990338164251208
mexE,Bacterial genome,U769_RS12715,6.7e-289,965.3,NC_023019,413,0.997584541062802
adeB,Bacterial genome,U769_RS12710,0,1049.7,NC_023019,1042,1.00676328502415
ClassC,Bacterial genome,U769_RS04295,2.5e-164,554.3,NC_023019,374,0.971428571428571
adeB,Bacterial genome,U769_RS02180,0,1470.8,NC_023019,1037,1.00193236714976
ClassA,Bacterial genome,U722_RS05965,5.1e-101,345.4,NC_023073,266,0.904761904761905
ClassB,Bacterial genome,U722_RS05785,6.1e-67,233.6,NC_023073,242,0.916666666666667
ANT6,Bacterial genome,U722_RS03475,2.1e-120,408.8,NC_023073,283,0.982638888888889
ClassA,Bacterial genome,U471_RS06015,8e-102,348.1,NC_022653,265,0.901360544217687
ClassB,Bacterial genome,U471_RS05905,9.4e-69,239.5,NC_022653,242,0.916666666666667
ClassB,Bacterial genome,U369_RS17060,5e-80,276.5,NZ_CM002395,255,0.965909090909091
tetQ,Bacterial genome,U369_RS14950,5.3e-126,429.2,NZ_CM002395,617,0.939117199391172
ClassA,Bacterial genome,U369_RS12400,1.3e-107,367.1,NZ_CM002395,274,0.931972789115646
CAT,Bacterial genome,U369_RS11950,1e-83,287.7,NZ_CM002395,214,0.986175115207373
ANT6,Bacterial genome,U369_RS09800,1.3e-83,288.1,NZ_CM002395,279,0.96875
ClassB,Bacterial genome,U368_RS17050,5e-80,276.5,NZ_CM002401,255,0.965909090909091
tetQ,Bacterial genome,U368_RS14945,5.3e-126,429.2,NZ_CM002401,617,0.939117199391172
ClassA,Bacterial genome,U368_RS12400,1.3e-107,367.1,NZ_CM002401,274,0.931972789115646
CAT,Bacterial genome,U368_RS11950,1e-83,287.7,NZ_CM002401,214,0.986175115207373
ANT6,Bacterial genome,U368_RS09800,1.3e-83,288.1,NZ_CM002401,279,0.96875
ClassB,Bacterial genome,U365_RS17130,5e-80,276.5,NZ_CM002398,255,0.965909090909091
ClassA,Bacterial genome,U365_RS12440,1.3e-107,367.1,NZ_CM002398,274,0.931972789115646
CAT,Bacterial genome,U365_RS11985,1e-83,287.7,NZ_CM002398,214,0.986175115207373
ANT6,Bacterial genome,U365_RS09825,1.3e-83,288.1,NZ_CM002398,279,0.96875
ClassB,Bacterial genome,TY21A_RS19275,1.3e-62,219.4,NC_021176,290,1.09848484848485
tolC,Bacterial genome,TY21A_RS15805,5.1e-194,652.9,NC_021176,439,1
adeB,Bacterial genome,TY21A_RS12165,0,1484.4,NC_021176,1040,1.0048309178744
ANT3,Bacterial genome,TY21A_RS05850,2.9e-75,260.2,NC_021176,251,0.954372623574145
adeB,Bacterial genome,TY21A_RS01920,0,1412.4,NC_021176,1030,0.995169082125604
adeB,Bacterial genome,TX73_RS19925,0,1350.5,NC_005296,1031,0.996135265700483
tetA,Bacterial genome,TX73_RS15785,1.7e-97,334.6,NC_005296,395,0.972906403940887
adeB,Bacterial genome,TX73_RS13970,0,1303.5,NC_005296,1025,0.990338164251208
adeB,Bacterial genome,TX73_RS12090,0,1412.6,NC_005296,1031,0.996135265700483
adeB,Bacterial genome,TX73_RS07645,0,1316,NC_005296,1026,0.991304347826087
ClassA,Bacterial genome,TX73_RS01865,2.1e-107,366.4,NC_005296,267,0.908163265306122
ANT6,Bacterial genome,TREAZ_RS01525,5.1e-107,364.9,NC_015577,277,0.961805555555556
vanH,Bacterial genome,TPAU_RS02580,2.8e-126,428.6,NC_014158,311,0.962848297213622
vanA,Bacterial genome,TPAU_RS02575,8e-140,473.6,NC_014158,339,0.988338192419825
vanX,Bacterial genome,TPAU_RS02570,2.3e-92,315.5,NC_014158,200,0.99009900990099
tolC,Bacterial genome,TMZ1T_RS16720,7.1e-149,504.2,NC_011662,429,0.977220956719818
adeB,Bacterial genome,TMZ1T_RS02445,0,1510.4,NC_011662,1039,1.00386473429952
tolC,Bacterial genome,TINT_RS09105,7e-86,296.6,NC_014153,436,0.993166287015945
vanC,Bacterial genome,THIT_RS11080,8.4e-78,269.5,NC_013921,347,0.991428571428571
tolC,Bacterial genome,THI_RS10295,1.7e-85,295.3,NC_014145,435,0.990888382687927
vanC,Bacterial genome,THET_RS11405,1.6e-75,262,NC_014538,347,0.991428571428571
ANT6,Bacterial genome,THECO_RS05195,1.5e-73,255,NC_019897,279,0.96875
vanC,Bacterial genome,TETH514_RS03105,1.6e-75,262,NC_010320,347,0.991428571428571
vanC,Bacterial genome,TETH39_RS00950,1.6e-75,262,NC_010321,347,0.991428571428571
ClassA,Bacterial genome,TERRO_RS19065,1.9e-90,310.7,NC_018014,284,0.965986394557823
ClassB,Bacterial genome,TERRO_RS00015,3.4e-48,172.1,NC_018014,280,1.06060606060606
ClassA,Bacterial genome,TBFG_RS10925,1.8e-84,291.1,NC_009565,275,0.935374149659864
tolC,Bacterial genome,TBD_RS13515,1.7e-109,374.4,NC_007404,426,0.970387243735763
adeB,Bacterial genome,TBD_RS07070,0,1509.4,NC_007404,1039,1.00386473429952
intI,Bacterial genome,TBD_RS06100,4.1e-153,516.7,NC_007404,314,0.984326018808777
tolC,Bacterial genome,T224_RS57965,6.5e-92,316.4,NZ_CP006983,422,0.96127562642369
adeB,Bacterial genome,T224_RS55995,0,1378.3,NZ_CP006983,1036,1.00096618357488
CAT,Bacterial genome,T224_RS54155,3.8e-53,187.8,NZ_CP006983,198,0.912442396313364
tetA,Bacterial genome,T224_RS51990,3.5e-82,284.1,NZ_CP006983,384,0.945812807881773
adeB,Bacterial genome,T224_RS47550,0,1312.8,NZ_CP006983,1025,0.990338164251208
mexE,Bacterial genome,T224_RS45075,6.7e-289,965.3,NZ_CP006983,413,0.997584541062802
adeB,Bacterial genome,T224_RS44165,0,1036.6,NZ_CP006983,1034,0.999033816425121
ClassC,Bacterial genome,T224_RS35515,9.5e-165,555.7,NZ_CP006983,372,0.966233766233766
adeB,Bacterial genome,T224_RS33200,0,1471.9,NZ_CP006983,1037,1.00193236714976
ClassB,Bacterial genome,T_RS19235,1.3e-62,219.4,NC_004631,290,1.09848484848485
tolC,Bacterial genome,T_RS15760,5.1e-194,652.9,NC_004631,439,1
adeB,Bacterial genome,T_RS12125,0,1484.4,NC_004631,1040,1.0048309178744
ANT3,Bacterial genome,T_RS05830,2.9e-75,260.2,NC_004631,251,0.954372623574145
adeB,Bacterial genome,T_RS01905,0,1412.4,NC_004631,1030,0.995169082125604
tetA,Bacterial genome,SYN6312_RS12770,3.1e-83,287.6,NC_019680,378,0.931034482758621
tetA,Bacterial genome,SWIT_RS24435,3.9e-95,326.8,NC_009511,387,0.95320197044335
adeB,Bacterial genome,SWIT_RS19415,0,1238.8,NC_009511,1038,1.00289855072464
mexC,Bacterial genome,SWIT_RS09870,5.8e-123,418.7,NC_009511,372,0.966233766233766
adeB,Bacterial genome,SWIT_RS09865,0,1511.3,NC_009511,1030,0.995169082125604
ANT9,Bacterial genome,SVEN_RS01050,4.8e-58,204.1,NC_018750,247,0.95
ClassA,Bacterial genome,SVEN_RS00395,5.3e-91,312.5,NC_018750,273,0.928571428571429
adeB,Bacterial genome,SULBA_RS09835,0,1328.3,NC_018002,1029,0.994202898550725
adeB,Bacterial genome,SULBA_RS05450,0,1088.2,NC_018002,1032,0.997101449275362
ClassA,Bacterial genome,STTU_RS01695,3.7e-78,270.4,NZ_CM001165,287,0.976190476190476
ClassA,Bacterial genome,STROP_RS07325,1.6e-94,324.1,NC_009380,273,0.928571428571429
ClassB,Bacterial genome,STMUK_RS18850,2e-63,222.1,NC_016863,290,1.09848484848485
adeB,Bacterial genome,STMUK_RS17115,0,1473.5,NC_016863,1032,0.997101449275362
tolC,Bacterial genome,STMUK_RS16100,9e-194,652.1,NC_016863,439,1
adeB,Bacterial genome,STMUK_RS12745,0,1413.4,NC_016863,1032,0.997101449275362
ANT3,Bacterial genome,STMUK_RS06280,6.3e-76,262.4,NC_016863,251,0.954372623574145
adeB,Bacterial genome,STMUK_RS02425,0,1487.6,NC_016863,1040,1.0048309178744
adeB,Bacterial genome,STMUK_RS01795,0,1044.1,NC_016863,1039,1.00386473429952
ClassB,Bacterial genome,STMMW_RS19280,2e-63,222.1,NC_016854,290,1.09848484848485
adeB,Bacterial genome,STMMW_RS17545,0,1475.3,NC_016854,1032,0.997101449275362
tolC,Bacterial genome,STMMW_RS16300,9e-194,652.1,NC_016854,439,1
adeB,Bacterial genome,STMMW_RS12930,0,1413.7,NC_016854,1032,0.997101449275362
ANT3,Bacterial genome,STMMW_RS06565,6.3e-76,262.4,NC_016854,251,0.954372623574145
adeB,Bacterial genome,STMMW_RS02720,0,1487.6,NC_016854,1040,1.0048309178744
adeB,Bacterial genome,STMMW_RS02095,0,1044.1,NC_016854,1039,1.00386473429952
sul2,Bacterial genome,STMDT12_RS19865,1.5e-81,281.4,NC_016860,257,0.944852941176471
ANT3,Bacterial genome,STMDT12_RS19855,1.1e-164,553.4,NC_016860,262,0.996197718631179
intI,Bacterial genome,STMDT12_RS19845,1.4e-150,508.4,NC_016860,317,0.993730407523511
CAT,Bacterial genome,STMDT12_RS19820,2.4e-85,293.1,NC_016860,208,0.95852534562212
tetD,Bacterial genome,STMDT12_RS19795,3.5e-153,518,NC_016860,382,0.969543147208122
ClassB,Bacterial genome,STMDT12_RS19250,2e-63,222.1,NC_016860,290,1.09848484848485
adeB,Bacterial genome,STMDT12_RS17510,0,1475.1,NC_016860,1032,0.997101449275362
tolC,Bacterial genome,STMDT12_RS16475,9e-194,652.1,NC_016860,439,1
adeB,Bacterial genome,STMDT12_RS12730,0,1413.7,NC_016860,1032,0.997101449275362
ANT3,Bacterial genome,STMDT12_RS06575,6.3e-76,262.4,NC_016860,251,0.954372623574145
adeB,Bacterial genome,STMDT12_RS02700,0,1488.6,NC_016860,1040,1.0048309178744
adeB,Bacterial genome,STMDT12_RS02075,0,1044.1,NC_016860,1039,1.00386473429952
ClassB,Bacterial genome,STM474_RS19250,2e-63,222.1,NC_016857,290,1.09848484848485
adeB,Bacterial genome,STM474_RS17515,0,1475.1,NC_016857,1032,0.997101449275362
tolC,Bacterial genome,STM474_RS16475,9e-194,652.1,NC_016857,439,1
adeB,Bacterial genome,STM474_RS12735,0,1413.7,NC_016857,1032,0.997101449275362
ANT3,Bacterial genome,STM474_RS06275,6.3e-76,262.4,NC_016857,251,0.954372623574145
adeB,Bacterial genome,STM474_RS02420,0,1487.6,NC_016857,1040,1.0048309178744
adeB,Bacterial genome,STM474_RS01795,0,1044.1,NC_016857,1039,1.00386473429952
ClassB,Bacterial genome,STM3737_NA,2e-63,222.1,NC_003197,290,1.09848484848485
adeB,Bacterial genome,STM3391_NA,0,1475.1,NC_003197,1032,0.997101449275362
tolC,Bacterial genome,STM3186_NA,9e-194,652.1,NC_003197,439,1
adeB,Bacterial genome,STM2481_NA,0,1413.7,NC_003197,1032,0.997101449275362
ClassB,Bacterial genome,STM14_RS19755,2e-63,222.1,NC_016856,290,1.09848484848485
adeB,Bacterial genome,STM14_RS18020,0,1473.5,NC_016856,1032,0.997101449275362
tolC,Bacterial genome,STM14_RS17005,9e-194,652.1,NC_016856,439,1
adeB,Bacterial genome,STM14_RS13640,0,1413.4,NC_016856,1032,0.997101449275362
ANT3,Bacterial genome,STM14_RS07175,6.3e-76,262.4,NC_016856,251,0.954372623574145
adeB,Bacterial genome,STM14_RS02990,0,1487.6,NC_016856,1040,1.0048309178744
adeB,Bacterial genome,STM14_RS02365,0,1044.1,NC_016856,1039,1.00386473429952
ANT3,Bacterial genome,STM1264_NA,6.3e-76,262.4,NC_003197,251,0.954372623574145
adeB,Bacterial genome,STM0475_NA,0,1487.6,NC_003197,1040,1.0048309178744
adeB,Bacterial genome,STM0351_NA,0,1044.1,NC_003197,1039,1.00386473429952
ClassB,Bacterial genome,STBHUCCB_RS19235,1.3e-62,219.4,NC_016832,290,1.09848484848485
tolC,Bacterial genome,STBHUCCB_RS15755,5.1e-194,652.9,NC_016832,439,1
adeB,Bacterial genome,STBHUCCB_RS12145,0,1484.4,NC_016832,1040,1.0048309178744
ANT3,Bacterial genome,STBHUCCB_RS05845,2.9e-75,260.2,NC_016832,251,0.954372623574145
adeB,Bacterial genome,STBHUCCB_RS01920,0,1412.4,NC_016832,1030,0.995169082125604
adeB,Bacterial genome,STAUR_RS33220,0,1046.4,NC_014623,1033,0.998067632850242
adeB,Bacterial genome,STAUR_RS20635,0,1058.1,NC_014623,1022,0.98743961352657
ClassB,Bacterial genome,STAUR_RS05145,1.1e-89,308.1,NC_014623,259,0.981060606060606
tetQ,Bacterial genome,SROS_RS34400,5.3e-106,363.1,NC_013595,622,0.946727549467275
strA,Bacterial genome,SROS_RS32105,1.8e-73,254.8,NC_013595,254,0.951310861423221
ClassA,Bacterial genome,SROS_RS27500,2e-93,320.5,NC_013595,273,0.928571428571429
strA,Bacterial genome,SROS_RS19120,1.8e-73,254.8,NC_013595,254,0.951310861423221
mexC,Bacterial genome,SPUTCN32_RS20615,5.4e-135,458.3,NC_009438,352,0.914285714285714
mexE,Bacterial genome,SPUTCN32_RS14505,2.3e-120,410.2,NC_009438,378,0.91304347826087
ClassC,Bacterial genome,SPUTCN32_RS10495,1.9e-154,521.7,NC_009438,375,0.974025974025974
tolC,Bacterial genome,SPUTCN32_RS03930,3.5e-107,366.8,NC_009438,432,0.984054669703872
adeB,Bacterial genome,SPUTCN32_RS00490,0,1484.4,NC_009438,1034,0.999033816425121
ClassB,Bacterial genome,SPUL_RS18630,8.8e-63,219.9,NC_016831,290,1.09848484848485
adeB,Bacterial genome,SPUL_RS16455,0,1474.9,NC_016831,1032,0.997101449275362
tolC,Bacterial genome,SPUL_RS15440,7.9e-194,652.3,NC_016831,439,1
adeB,Bacterial genome,SPUL_RS12655,0,1045.9,NC_016831,1039,1.00386473429952
adeB,Bacterial genome,SPUL_RS12030,0,1489.2,NC_016831,1040,1.0048309178744
ANT3,Bacterial genome,SPUL_RS05175,9.1e-76,261.9,NC_016831,249,0.946768060836502
tolC,Bacterial genome,SPRO_RS21915,1.1e-165,559.6,NC_009832,436,0.993166287015945
adeB,Bacterial genome,SPRO_RS18955,0,1465.9,NC_009832,1027,0.992270531400966
ClassB,Bacterial genome,SPRO_RS16685,4.3e-57,201.3,NC_009832,286,1.08333333333333
adeB,Bacterial genome,SPRO_RS12720,0,1360,NC_009832,1039,1.00386473429952
ClassC,Bacterial genome,SPRO_RS11680,1.3e-156,528.9,NC_009832,365,0.948051948051948
qnr,Bacterial genome,SPRO_RS10585,2.4e-98,335.8,NC_009832,210,0.963302752293578
vanC,Bacterial genome,SPRO_RS07070,3.4e-71,247.8,NC_009832,348,0.994285714285714
adeB,Bacterial genome,SPRO_RS05785,0,1492.6,NC_009832,1037,1.00193236714976
ClassB,Bacterial genome,SPIRS_RS21840,2e-36,133.6,NC_014364,256,0.96969696969697
ClassA,Bacterial genome,SPIRS_RS11120,9.8e-76,262.4,NC_014364,295,1.00340136054422
adeB,Bacterial genome,SPHCH_RS18605,0,1337.6,NC_015594,1030,0.995169082125604
adeB,Bacterial genome,SPHCH_RS05260,0,1382.7,NC_015593,1036,1.00096618357488
ClassB,Bacterial genome,SPA_RS18190,1.8e-63,222.2,NC_006511,290,1.09848484848485
adeB,Bacterial genome,SPA_RS16520,0,1477.1,NC_006511,1032,0.997101449275362
tolC,Bacterial genome,SPA_RS15505,7.6e-194,652.4,NC_006511,439,1
adeB,Bacterial genome,SPA_RS11310,0,1482.6,NC_006511,1040,1.0048309178744
ANT3,Bacterial genome,SPA_RS07930,2.9e-76,263.6,NC_006511,251,0.954372623574145
adeB,Bacterial genome,SPA_RS01930,0,1411.6,NC_006511,1030,0.995169082125604
ClassA,Bacterial genome,SOLCA_RS02805,6e-83,286.1,NC_017770,288,0.979591836734694
tolC,Bacterial genome,SOD_RS20935,6.4e-163,550.5,NC_021591,436,0.993166287015945
adeB,Bacterial genome,SOD_RS17435,0,1440.7,NC_021591,1029,0.994202898550725
adeB,Bacterial genome,SOD_RS11835,0,1364.7,NC_021591,1047,1.01159420289855
ClassC,Bacterial genome,SOD_RS10645,1.9e-157,531.7,NC_021591,364,0.945454545454545
qnr,Bacterial genome,SOD_RS09495,2.3e-100,342.4,NC_021591,212,0.972477064220184
vanC,Bacterial genome,SOD_RS06340,4.3e-71,247.4,NC_021591,348,0.994285714285714
adeB,Bacterial genome,SOD_RS04855,0,1492.2,NC_021591,1037,1.00193236714976
adeB,Bacterial genome,SO_4692,0,1507.6,NC_004347,1035,1
tolC,Bacterial genome,SO_3904,1.7e-106,364.5,NC_004347,432,0.984054669703872
mexE,Bacterial genome,SO_3493,5.5e-119,405.6,NC_004347,376,0.908212560386473
ClassC,Bacterial genome,SO_2388,1.8e-152,515.3,NC_004347,364,0.945454545454545
intI,Bacterial genome,SO_2037,3.2e-137,464.5,NC_004347,315,0.987460815047022
ClassB,Bacterial genome,SNSL254_RS20005,5.4e-63,220.6,NC_011080,290,1.09848484848485
adeB,Bacterial genome,SNSL254_RS18315,0,1474.3,NC_011080,1032,0.997101449275362
tolC,Bacterial genome,SNSL254_RS17315,5.1e-194,652.9,NC_011080,439,1
adeB,Bacterial genome,SNSL254_RS13765,0,1414.7,NC_011080,1030,0.995169082125604
ANT3,Bacterial genome,SNSL254_RS07610,2.9e-76,263.6,NC_011080,251,0.954372623574145
adeB,Bacterial genome,SNSL254_RS03485,0,1487.6,NC_011080,1040,1.0048309178744
adeB,Bacterial genome,SNSL254_RS02860,0,1044.6,NC_011080,1039,1.00386473429952
ClassC,Bacterial genome,SNOV_RS22260,1.2e-128,436.8,NC_014217,365,0.948051948051948
adeB,Bacterial genome,SNOV_RS02230,0,1037.9,NC_014217,1036,1.00096618357488
vanX,Bacterial genome,SNAS_RS26485,1.7e-99,338.9,NC_013947,200,0.99009900990099
vanA,Bacterial genome,SNAS_RS26480,7.7e-146,493.3,NC_013947,342,0.997084548104956
vanH,Bacterial genome,SNAS_RS26475,1.3e-140,475.8,NC_013947,318,0.984520123839009
strA,Bacterial genome,SNAS_RS20220,2.4e-80,277.4,NC_013947,261,0.97752808988764
tetQ,Bacterial genome,SNAS_RS10205,7.3e-101,346.2,NC_013947,626,0.952815829528158
tetQ,Bacterial genome,SNAS_RS08655,4.1e-107,366.8,NC_013947,621,0.945205479452055
adeB,Bacterial genome,SN31241_RS22305,0,1474.3,NC_021902,1032,0.997101449275362
tolC,Bacterial genome,SN31241_RS21305,5.1e-194,652.9,NC_021902,439,1
adeB,Bacterial genome,SN31241_RS17755,0,1414.7,NC_021902,1030,0.995169082125604
ANT3,Bacterial genome,SN31241_RS11595,2.9e-76,263.6,NC_021902,251,0.954372623574145
adeB,Bacterial genome,SN31241_RS07175,0,1487.6,NC_021902,1040,1.0048309178744
adeB,Bacterial genome,SN31241_RS06550,0,1044.6,NC_021902,1039,1.00386473429952
ClassA,Bacterial genome,SN31241_RS03340,1.1e-120,410,NC_021902,284,0.965986394557823
intI,Bacterial genome,SN31241_RS03325,1.5e-151,511.6,NC_021902,317,0.993730407523511
dfra1,Bacterial genome,SN31241_RS03320,8.4e-74,254.3,NC_021902,156,0.993630573248408
ANT3,Bacterial genome,SN31241_RS03315,3.9e-141,476.2,NC_021902,261,0.992395437262357
sul2,Bacterial genome,SN31241_RS03305,1.5e-81,281.4,NC_021902,257,0.944852941176471
ClassB,Bacterial genome,SN31241_RS00685,5.4e-63,220.6,NC_021902,290,1.09848484848485
tolC,Bacterial genome,SMWW4_RS21195,4.6e-169,570.7,NC_020211,442,1.00683371298405
ANT3,Bacterial genome,SMWW4_RS18655,9.3e-101,343.8,NC_020211,260,0.988593155893536
adeB,Bacterial genome,SMWW4_RS18200,0,1444.6,NC_020211,1028,0.993236714975845
ClassB,Bacterial genome,SMWW4_RS16970,3.4e-59,208.2,NC_020211,286,1.08333333333333
tetA,Bacterial genome,SMWW4_RS12595,8.2e-172,579.3,NC_020211,386,0.950738916256158
adeB,Bacterial genome,SMWW4_RS12505,0,1363,NC_020211,1036,1.00096618357488
ClassC,Bacterial genome,SMWW4_RS11560,1e-161,545.7,NC_020211,368,0.955844155844156
qnr,Bacterial genome,SMWW4_RS10555,1.2e-95,327,NC_020211,212,0.972477064220184
vanC,Bacterial genome,SMWW4_RS06885,7.4e-71,246.7,NC_020211,348,0.994285714285714
adeB,Bacterial genome,SMWW4_RS05440,0,1492.6,NC_020211,1036,1.00096618357488
adeB,Bacterial genome,SMUL_RS13045,0,1328.5,NZ_CP007201,1029,0.994202898550725
adeB,Bacterial genome,SMUL_RS06755,0,1094.7,NZ_CP007201,1030,0.995169082125604
adeB,Bacterial genome,SMLT_RS21195,0,1267.1,NC_010943,1033,0.998067632850242
adeB,Bacterial genome,SMLT_RS19365,0,1450.1,NC_010943,1037,1.00193236714976
tolC,Bacterial genome,SMLT_RS18720,4.4e-86,297.2,NC_010943,435,0.990888382687927
ClassA,Bacterial genome,SMLT_RS17735,1.5e-88,304.5,NC_010943,270,0.918367346938776
adeB,Bacterial genome,SMLT_RS15095,0,1246.9,NC_010943,1033,0.998067632850242
ClassB,Bacterial genome,SMLT_RS12725,1.1e-66,232.7,NC_010943,282,1.06818181818182
adeB,Bacterial genome,SMLT_RS10585,0,1485.7,NC_010943,1025,0.990338164251208
mexC,Bacterial genome,SMLT_RS10580,1.6e-127,433.7,NC_010943,359,0.932467532467532
qnr,Bacterial genome,SMLT_RS05185,1.9e-78,270.7,NC_010943,208,0.954128440366973
tolC,Bacterial genome,SMDB11_RS17405,1.1e-168,569.5,NZ_HG326223,442,1.00683371298405
adeB,Bacterial genome,SMDB11_RS14300,0,1444.4,NZ_HG326223,1029,0.994202898550725
tetA,Bacterial genome,SMDB11_RS08705,1.1e-171,578.9,NZ_HG326223,386,0.950738916256158
adeB,Bacterial genome,SMDB11_RS08620,0,1366.8,NZ_HG326223,1036,1.00096618357488
ClassC,Bacterial genome,SMDB11_RS07595,4.6e-162,546.9,NZ_HG326223,368,0.955844155844156
qnr,Bacterial genome,SMDB11_RS06595,1.7e-96,329.7,NZ_HG326223,212,0.972477064220184
