RefSoil ID,Taxon ID,Kingdom,Phylum,Organism,Contains.plasmid,length.phy,Source,NCBI.ID
RefSoil_220,288705,Bacteria,Actinobacteria,Renibacterium salmoninarum ATCC 33209,FALSE,117,NCBI.ID,NC_010168
RefSoil_221,470137,Bacteria,Alphaproteobacteria,Brucella suis ATCC 23445,FALSE,124,NCBI.ID,NC_010169
RefSoil_222,94624,Bacteria,Betaproteobacteria,Bordetella petrii,FALSE,91,NCBI.ID,NC_010170
RefSoil_223,419610,Bacteria,Alphaproteobacteria,Methylobacterium extorquens PA1,FALSE,124,NCBI.ID,NC_010172
RefSoil_224,315730,Bacteria,Firmicutes,Bacillus weihenstephanensis KBAB4,TRUE,206,NCBI.ID,NC_010184
RefSoil_225,399726,Bacteria,Firmicutes,Thermoanaerobacter sp. X514,FALSE,206,NCBI.ID,NC_010320
RefSoil_226,340099,Bacteria,Firmicutes,Thermoanaerobacter pseudethanolicus ATCC 33223,FALSE,206,NCBI.ID,NC_010321
RefSoil_227,76869,Bacteria,Gammaproteobacteria,Pseudomonas putida GB-1,FALSE,193,NCBI.ID,NC_010322
RefSoil_228,484022,Bacteria,Gammaproteobacteria,Francisella philomiragia subsp. philomiragi,TRUE,193,NCBI.ID,NC_010336
RefSoil_229,498761,Bacteria,Firmicutes,Heliobacterium modesticaldum Ice1,FALSE,206,NCBI.ID,NC_010337
RefSoil_230,366602,Bacteria,Alphaproteobacteria,Caulobacter sp. K31,TRUE,124,NCBI.ID,NC_010338
RefSoil_231,477974,Bacteria,Firmicutes,Candidatus Desulforudis audaxviator MP104C,FALSE,206,NCBI.ID,NC_010424
RefSoil_232,502800,Bacteria,Gammaproteobacteria,Yersinia pseudotuberculosis YPIII,FALSE,193,NCBI.ID,NC_010465
RefSoil_233,481805,Bacteria,Gammaproteobacteria,Escherichia coli ATCC 8739,FALSE,193,NCBI.ID,NC_010468
RefSoil_234,316385,Bacteria,Gammaproteobacteria,Escherichia coli str. K-12 substr. DH10B,FALSE,193,NCBI.ID,NC_010473
RefSoil_235,390235,Bacteria,Gammaproteobacteria,Pseudomonas putida W619,FALSE,193,NCBI.ID,NC_010501
RefSoil_236,426355,Bacteria,Alphaproteobacteria,Methylobacterium radiotolerans JCM 2831,TRUE,124,NCBI.ID,NC_010505
RefSoil_237,406425,Bacteria,Betaproteobacteria,Burkholderia cenocepacia MC0-3,FALSE,91,NCBI.ID,NC_010508
RefSoil_238,426117,Bacteria,Alphaproteobacteria,Methylobacterium sp. 4-46,TRUE,124,NCBI.ID,NC_010511
RefSoil_239,498213,Bacteria,Firmicutes,Clostridium botulinum B1 str. Okra,TRUE,206,NCBI.ID,NC_010516
RefSoil_240,498214,Bacteria,Firmicutes,Clostridium botulinum A3 str. Loch Maree,TRUE,206,NCBI.ID,NC_010520
RefSoil_241,395495,Bacteria,Betaproteobacteria,Leptothrix cholodnii SP-6,FALSE,91,NCBI.ID,NC_010524
RefSoil_242,977880,Bacteria,Betaproteobacteria,Cupriavidus taiwanensis LMG 19424,TRUE,91,NCBI.ID,NC_010528
RefSoil_243,398577,Bacteria,Betaproteobacteria,Burkholderia ambifaria MC40-6,TRUE,91,NCBI.ID,NC_010551
RefSoil_244,529507,Bacteria,Gammaproteobacteria,Proteus mirabilis HI4320,TRUE,193,NCBI.ID,NC_010554
RefSoil_245,262543,Bacteria,Firmicutes,Exiguobacterium sibiricum 255-15,TRUE,206,NCBI.ID,NC_010556
RefSoil_246,452637,Bacteria,Verrucomicrobia,Opitutus terrae PB90-1,FALSE,2,NCBI.ID,NC_010571
RefSoil_247,455632,Bacteria,Actinobacteria,Streptomyces griseus subsp. griseus NBRC 13350,FALSE,117,NCBI.ID,NC_010572
RefSoil_248,405441,Bacteria,Gammaproteobacteria,Xylella fastidiosa M23,TRUE,193,NCBI.ID,NC_010577
RefSoil_249,395963,Bacteria,Alphaproteobacteria,Beijerinckia indica subsp. indica ATCC 9039,TRUE,124,NCBI.ID,NC_010581
RefSoil_250,456481,Bacteria,Spirochaetes,Leptospira biflexa serovar Patoc strain 'Pato,TRUE,12,NCBI.ID,NC_010602
RefSoil_251,378753,Bacteria,Actinobacteria,Kocuria rhizophila DC2201,FALSE,117,NCBI.ID,NC_010617
RefSoil_252,391038,Bacteria,Betaproteobacteria,Burkholderia phymatum STM815,TRUE,91,NCBI.ID,NC_010622
RefSoil_253,63737,Bacteria,Cyanobacteria,Nostoc punctiforme PCC 73102,TRUE,27,NCBI.ID,NC_010628
RefSoil_254,502801,Bacteria,Gammaproteobacteria,Yersinia pseudotuberculosis PB1/+,TRUE,193,NCBI.ID,NC_010634
RefSoil_256,441952,Bacteria,Gammaproteobacteria,Francisella tularensis subsp. mediasiatic,FALSE,193,NCBI.ID,NC_010677
RefSoil_255,398527,Bacteria,Betaproteobacteria,Burkholderia phytofirmans PsJN,TRUE,91,NCBI.ID,NC_010681
RefSoil_257,402626,Bacteria,Betaproteobacteria,Ralstonia pickettii 12J,TRUE,91,NCBI.ID,NC_010682
RefSoil_258,340,Bacteria,Gammaproteobacteria,Xanthomonas campestris pv. campestris,FALSE,193,NCBI.ID,NC_010688
RefSoil_259,465817,Bacteria,Gammaproteobacteria,Erwinia tasmaniensis Et1/99,TRUE,193,NCBI.ID,NC_010694
RefSoil_260,441620,Bacteria,Alphaproteobacteria,Methylobacterium populi BJ001,TRUE,124,NCBI.ID,NC_010725
RefSoil_261,436114,Bacteria,Aquificae,Sulfurihydrogenibium sp. YO3AOP1,FALSE,3,NCBI.ID,NC_010730
RefSoil_262,481448,Bacteria,Verrucomicrobia,Methylacidiphilum infernorum V4,FALSE,2,NCBI.ID,NC_010794
RefSoil_263,398767,Bacteria,Deltaproteobacteria,Geobacter lovleyi SZ,TRUE,39,NCBI.ID,NC_010814
RefSoil_264,355278,Bacteria,Spirochaetes,Leptospira biflexa serovar Patoc strain 'Pato,TRUE,12,NCBI.ID,NC_010842
RefSoil_265,522373,Bacteria,Gammaproteobacteria,Stenotrophomonas maltophilia K279a,FALSE,193,NCBI.ID,NC_010943
RefSoil_266,491916,Bacteria,Alphaproteobacteria,Rhizobium etli CIAT 652,TRUE,124,NCBI.ID,NC_010994
RefSoil_267,498211,Bacteria,Gammaproteobacteria,Cellvibrio japonicus Ueda107,FALSE,193,NCBI.ID,NC_010995
RefSoil_268,395960,Bacteria,Alphaproteobacteria,Rhodopseudomonas palustris TIE-1,FALSE,124,NCBI.ID,NC_011004
RefSoil_269,391008,Bacteria,Gammaproteobacteria,Stenotrophomonas maltophilia R551-3,FALSE,193,NCBI.ID,NC_011071
RefSoil_270,423368,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,NCBI.ID,NC_011080
RefSoil_271,454169,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,NCBI.ID,NC_011083
RefSoil_272,439843,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,NCBI.ID,NC_011094
RefSoil_273,447217,Bacteria,Deltaproteobacteria,Anaeromyxobacter sp. K,FALSE,39,NCBI.ID,NC_011145
RefSoil_274,404380,Bacteria,Deltaproteobacteria,Geobacter bemidjiensis Bem,FALSE,39,NCBI.ID,NC_011146
RefSoil_275,454166,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,NCBI.ID,NC_011149
RefSoil_276,439851,Bacteria,Gammaproteobacteria,Salmonella enterica subsp. enterica serova,TRUE,193,NCBI.ID,NC_011205
RefSoil_277,272568,Bacteria,Alphaproteobacteria,Gluconacetobacter diazotrophicus PA1 5,TRUE,124,NCBI.ID,NC_011365
RefSoil_278,395492,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM2304,TRUE,124,NCBI.ID,NC_011369
RefSoil_279,405534,Bacteria,Firmicutes,Bacillus cereus AH187,TRUE,206,NCBI.ID,NC_011658
RefSoil_280,552536,Bacteria,Firmicutes,Listeria monocytogenes HCC23,FALSE,206,NCBI.ID,NC_011660
RefSoil_281,85643,Bacteria,Betaproteobacteria,Thauera sp. MZ1T,TRUE,91,NCBI.ID,NC_011662
RefSoil_282,395965,Bacteria,Alphaproteobacteria,Methylocella silvestris BL2,FALSE,124,NCBI.ID,NC_011666
RefSoil_283,405532,Bacteria,Firmicutes,Bacillus cereus B4264,FALSE,206,NCBI.ID,NC_011725
RefSoil_284,41431,Bacteria,Cyanobacteria,Cyanothece sp. PCC 8801,TRUE,27,NCBI.ID,NC_011726
RefSoil_285,65393,Bacteria,Cyanobacteria,Cyanothece sp. PCC 7424,TRUE,27,NCBI.ID,NC_011729
RefSoil_286,440085,Bacteria,Alphaproteobacteria,Methylobacterium extorquens CM4,TRUE,124,NCBI.ID,NC_011757
RefSoil_287,243159,Bacteria,Acidithiobacillia,Acidithiobacillus ferrooxidans ATCC 23270,FALSE,2,NCBI.ID,NC_011761
RefSoil_288,883,Bacteria,Deltaproteobacteria,Desulfovibrio vulgaris str. 'Miyazaki F',FALSE,39,NCBI.ID,NC_011769
RefSoil_289,557722,Bacteria,Gammaproteobacteria,Pseudomonas aeruginosa LESB58,FALSE,193,NCBI.ID,NC_011770
RefSoil_290,405531,Bacteria,Firmicutes,Bacillus cereus G9842,TRUE,206,NCBI.ID,NC_011772
RefSoil_291,405535,Bacteria,Firmicutes,Bacillus cereus AH820,TRUE,206,NCBI.ID,NC_011773
RefSoil_292,272564,Bacteria,Firmicutes,Desulfitobacterium hafniense DCB-2,FALSE,206,NCBI.ID,NC_011830
RefSoil_293,521011,Archaea,Euryarchaeota,Methanosphaerula palustris E1-9c,FALSE,25,NCBI.ID,NC_011832
RefSoil_294,583346,Bacteria,Firmicutes,Clostridium kluyveri NBRC 12016,TRUE,206,NCBI.ID,NC_011837
RefSoil_295,557723,Bacteria,Gammaproteobacteria,Haemophilus parasuis SH0165,FALSE,193,NCBI.ID,NC_011852
RefSoil_296,395961,Bacteria,Cyanobacteria,Cyanothece sp. PCC 7425,TRUE,27,NCBI.ID,NC_011884
RefSoil_297,452863,Bacteria,Actinobacteria,Arthrobacter chlorophenolicus A6,TRUE,117,NCBI.ID,NC_011886
RefSoil_298,455488,Bacteria,Deltaproteobacteria,Anaeromyxobacter dehalogenans 2CP-1,FALSE,39,NCBI.ID,NC_011891
RefSoil_299,460265,Bacteria,Alphaproteobacteria,Methylobacterium nodulans ORS 2060,TRUE,124,NCBI.ID,NC_011894
RefSoil_300,394503,Bacteria,Firmicutes,[Clostridium] cellulolyticum H10,FALSE,206,NCBI.ID,NC_011898
RefSoil_301,557760,Bacteria,Alphaproteobacteria,Rhodobacter sphaeroides KD131,TRUE,124,NCBI.ID,NC_011963
RefSoil_302,361100,Bacteria,Firmicutes,Bacillus cereus Q1,TRUE,206,NCBI.ID,NC_011969
RefSoil_303,316067,Bacteria,Deltaproteobacteria,Geobacter daltonii FRC-32,FALSE,39,NCBI.ID,NC_011979
RefSoil_304,311403,Bacteria,Alphaproteobacteria,Agrobacterium radiobacter K84,TRUE,124,NCBI.ID,NC_011985
RefSoil_305,311402,Bacteria,Alphaproteobacteria,Agrobacterium vitis S4,TRUE,124,NCBI.ID,NC_011989
RefSoil_306,535289,Bacteria,Betaproteobacteria,Acidovorax ebreus TPSY,FALSE,91,NCBI.ID,NC_011992
RefSoil_307,218495,Bacteria,Firmicutes,Streptococcus uberis 0140J,FALSE,206,NCBI.ID,NC_012004
RefSoil_308,306263,Bacteria,Epsilonproteobacteria,Campylobacter lari RM2100,TRUE,9,NCBI.ID,NC_012039
RefSoil_309,561275,Bacteria,Actinobacteria,Mycobacterium bovis BCG str. Tokyo 172,FALSE,117,NCBI.ID,NC_012207
RefSoil_310,634499,Bacteria,Gammaproteobacteria,Erwinia pyrifoliae Ep1/96,TRUE,193,NCBI.ID,NC_012214
RefSoil_311,204536,Bacteria,Aquificae,Sulfurihydrogenibium azorense Az-Fu1,FALSE,3,NCBI.ID,NC_012438
RefSoil_312,572264,Bacteria,Firmicutes,Bacillus cereus 03BB102,TRUE,206,NCBI.ID,NC_012472
RefSoil_313,240015,Bacteria,Acidobacteria,Acidobacterium capsulatum ATCC 51196,FALSE,7,NCBI.ID,NC_012483
RefSoil_314,568819,Bacteria,Firmicutes,Listeria monocytogenes serotype 4b str. CLI,FALSE,206,NCBI.ID,NC_012488
RefSoil_315,379066,Bacteria,Gemmatimonadetes,Gemmatimonas aurantiaca T-27,FALSE,1,NCBI.ID,NC_012489
RefSoil_316,358681,Bacteria,Firmicutes,Brevibacillus brevis NBRC 100599,FALSE,206,NCBI.ID,NC_012491
RefSoil_317,632772,Bacteria,Actinobacteria,Rhodococcus opacus B4,TRUE,117,NCBI.ID,NC_012522
RefSoil_318,546414,Bacteria,Deinococcus-Thermus,Deinococcus deserti VCD115,TRUE,6,NCBI.ID,NC_012526
RefSoil_319,322710,Bacteria,Gammaproteobacteria,Azotobacter vinelandii DJ,FALSE,193,NCBI.ID,NC_012560
RefSoil_320,536232,Bacteria,Firmicutes,Clostridium botulinum A2 str. Kyoto,FALSE,206,NCBI.ID,NC_012563
RefSoil_321,427318,Archaea,Crenarchaeota,Sulfolobus islandicus M.16.27,FALSE,9,NCBI.ID,NC_012632
RefSoil_322,515621,Bacteria,Firmicutes,Clostridium botulinum Ba4 str. 657,TRUE,206,NCBI.ID,NC_012658
RefSoil_323,592021,Bacteria,Firmicutes,Bacillus anthracis str. A0248,TRUE,206,NCBI.ID,NC_012659
RefSoil_324,216595,Bacteria,Gammaproteobacteria,Pseudomonas fluorescens SBW25,FALSE,193,NCBI.ID,NC_012660
RefSoil_325,471853,Bacteria,Actinobacteria,Beutenbergia cavernae DSM 12333,FALSE,117,NCBI.ID,NC_012669
RefSoil_326,360911,Bacteria,Firmicutes,Exiguobacterium sp. AT1b,FALSE,206,NCBI.ID,NC_012673
RefSoil_327,626418,Bacteria,Betaproteobacteria,Burkholderia glumae BGR1,TRUE,91,NCBI.ID,NC_012724
RefSoil_328,426118,Archaea,Crenarchaeota,Sulfolobus islandicus M.16.4,FALSE,9,NCBI.ID,NC_012726
RefSoil_329,484021,Bacteria,Gammaproteobacteria,Klebsiella pneumoniae subsp. pneumonia,TRUE,193,NCBI.ID,NC_012731
RefSoil_330,515620,Bacteria,Firmicutes,[Eubacterium] eligens ATCC 27750,TRUE,206,NCBI.ID,NC_012778
RefSoil_331,543728,Bacteria,Betaproteobacteria,Variovorax paradoxus S110,FALSE,91,NCBI.ID,NC_012791
RefSoil_332,573370,Bacteria,Deltaproteobacteria,Desulfovibrio magneticus RS-1,TRUE,39,NCBI.ID,NC_012796
RefSoil_333,465515,Bacteria,Actinobacteria,Micrococcus luteus NCTC 2665,FALSE,117,NCBI.ID,NC_012803
RefSoil_334,395491,Bacteria,Alphaproteobacteria,Rhizobium leguminosarum bv. trifolii WSM1325,TRUE,124,NCBI.ID,NC_012850
RefSoil_335,428406,Bacteria,Betaproteobacteria,Ralstonia pickettii 12D,TRUE,91,NCBI.ID,NC_012856
RefSoil_336,526222,Bacteria,Deltaproteobacteria,Desulfovibrio salexigens DSM 2638,FALSE,39,NCBI.ID,NC_012881
RefSoil_337,561230,Bacteria,Gammaproteobacteria,Pectobacterium carotovorum subsp. carotovoru,FALSE,193,NCBI.ID,NC_012917
RefSoil_338,443144,Bacteria,Deltaproteobacteria,Geobacter sp. M21,FALSE,39,NCBI.ID,NC_012918
RefSoil_339,866768,Bacteria,Gammaproteobacteria,Escherichia coli 'BL21-Gold(DE3)pLysS AG',FALSE,193,NCBI.ID,NC_012947
RefSoil_340,413997,Bacteria,Gammaproteobacteria,Escherichia coli B str. REL606,FALSE,193,NCBI.ID,NC_012967
RefSoil_341,469008,Bacteria,Gammaproteobacteria,Escherichia coli BL21(DE3),FALSE,193,NCBI.ID,NC_012971
RefSoil_342,661410,Bacteria,Alphaproteobacteria,Methylobacterium extorquens DM4,TRUE,124,NCBI.ID,NC_012988
RefSoil_343,662598,Bacteria,Betaproteobacteria,Neisseria meningitidis alpha14,FALSE,91,NCBI.ID,NC_013016
RefSoil_344,485917,Bacteria,Bacteroidetes,Pedobacter heparinus DSM 2366,FALSE,19,NCBI.ID,NC_013061
RefSoil_345,531844,Bacteria,Bacteroidetes,Flavobacteriaceae bacterium 3519-10,FALSE,19,NCBI.ID,NC_013062
RefSoil_347,568815,Bacteria,Alphaproteobacteria,Brucella microti CCM 4915,FALSE,124,NCBI.ID,NC_013119
RefSoil_348,479433,Bacteria,Actinobacteria,Catenulispora acidiphila DSM 44928,FALSE,117,NCBI.ID,NC_013131
RefSoil_349,485918,Bacteria,Bacteroidetes,Chitinophaga pinensis DSM 2588,FALSE,19,NCBI.ID,NC_013132
RefSoil_350,471857,Bacteria,Actinobacteria,Saccharomonospora viridis DSM 43017,FALSE,117,NCBI.ID,NC_013159
RefSoil_351,395962,Bacteria,Cyanobacteria,Cyanothece sp. PCC 8802,TRUE,27,NCBI.ID,NC_013161
RefSoil_352,525897,Bacteria,Deltaproteobacteria,Desulfomicrobium baculatum DSM 4028,FALSE,39,NCBI.ID,NC_013173
RefSoil_353,522306,Bacteria,Betaproteobacteria,Candidatus Accumulibacter phosphatis clade II,TRUE,91,NCBI.ID,NC_013194
RefSoil_354,485914,Archaea,Euryarchaeota,Halomicrobium mukohataei DSM 12286,TRUE,25,NCBI.ID,NC_013202
RefSoil_355,634452,Bacteria,Alphaproteobacteria,Acetobacter pasteurianus IFO 3283-01,TRUE,124,NCBI.ID,NC_013209
RefSoil_356,622759,Bacteria,Alphaproteobacteria,Zymomonas mobilis subsp. mobilis NCIMB 11163,TRUE,124,NCBI.ID,NC_013355
RefSoil_357,561231,Bacteria,Gammaproteobacteria,Pectobacterium wasabiae WPP163,FALSE,193,NCBI.ID,NC_013421
RefSoil_358,688245,Bacteria,Betaproteobacteria,Comamonas testosteroni CNB-2,FALSE,91,NCBI.ID,NC_013446
RefSoil_359,471852,Bacteria,Actinobacteria,Thermomonospora curvata DSM 43183,FALSE,117,NCBI.ID,NC_013510
RefSoil_360,525898,Bacteria,Epsilonproteobacteria,Sulfurospirillum deleyianum DSM 6946,FALSE,9,NCBI.ID,NC_013512
RefSoil_361,525904,Bacteria,Terrabacteria_group,Thermobaculum terrenum ATCC BAA-798,FALSE,1,NCBI.ID,NC_013525
RefSoil_362,446471,Bacteria,Actinobacteria,Xylanimonas cellulosilytica DSM 15894,TRUE,117,NCBI.ID,NC_013530
RefSoil_363,311424,Bacteria,Chloroflexi,Dehalococcoides mccartyi VS,FALSE,9,NCBI.ID,NC_013552
RefSoil_364,590409,Bacteria,Gammaproteobacteria,Dickeya dadantii Ech586,FALSE,193,NCBI.ID,NC_013592
RefSoil_365,479432,Bacteria,Actinobacteria,Streptosporangium roseum DSM 43021,TRUE,117,NCBI.ID,NC_013595
RefSoil_366,380358,Bacteria,Gammaproteobacteria,Xanthomonas albilineans GPE PC73,TRUE,193,NCBI.ID,NC_013722
RefSoil_367,479435,Bacteria,Actinobacteria,Kribbella flavida DSM 17836,FALSE,117,NCBI.ID,NC_013729
RefSoil_368,543526,Archaea,Euryarchaeota,Haloterrigena turkmenica DSM 5511,TRUE,25,NCBI.ID,NC_013743
RefSoil_369,653938,Bacteria,Firmicutes,Listeria monocytogenes 08-5578,TRUE,206,NCBI.ID,NC_013766
RefSoil_370,637381,Bacteria,Firmicutes,Listeria monocytogenes 08-5923,FALSE,206,NCBI.ID,NC_013768
RefSoil_371,398511,Bacteria,Firmicutes,Bacillus pseudofirmus OF4,TRUE,206,NCBI.ID,NC_013791
RefSoil_372,640131,Bacteria,Gammaproteobacteria,Klebsiella variicola At-22,FALSE,193,NCBI.ID,NC_013850
RefSoil_373,137722,Bacteria,Alphaproteobacteria,Azospirillum sp. B510,TRUE,124,NCBI.ID,NC_013854
RefSoil_374,661367,Bacteria,Gammaproteobacteria,Legionella longbeachae NSW150,TRUE,193,NCBI.ID,NC_013861
RefSoil_375,633145,Bacteria,Chloroflexi,Dehalococcoides mccartyi GT,FALSE,9,NCBI.ID,NC_013890
RefSoil_376,683837,Bacteria,Firmicutes,Listeria seeligeri serovar 1/2b str. SLCC3954,FALSE,206,NCBI.ID,NC_013891
RefSoil_377,406818,Bacteria,Gammaproteobacteria,Xenorhabdus bovienii SS-2004,FALSE,193,NCBI.ID,NC_013892
RefSoil_378,580331,Bacteria,Firmicutes,Thermoanaerobacter italicus Ab9,FALSE,206,NCBI.ID,NC_013921
RefSoil_379,680198,Bacteria,Actinobacteria,Streptomyces scabiei 87.22,FALSE,117,NCBI.ID,NC_013929
RefSoil_380,701177,Bacteria,Gammaproteobacteria,Escherichia coli O55:H7 str. CB9615,TRUE,193,NCBI.ID,NC_013941
RefSoil_381,522772,Bacteria,Deferribacteres,Denitrovibrio acetiphilus DSM 12809,FALSE,1,NCBI.ID,NC_013943
RefSoil_382,446470,Bacteria,Actinobacteria,Stackebrandtia nassauensis DSM 44728,FALSE,117,NCBI.ID,NC_013947
RefSoil_383,665029,Bacteria,Gammaproteobacteria,Erwinia amylovora CFBP1430,TRUE,193,NCBI.ID,NC_013961
RefSoil_384,309800,Archaea,Euryarchaeota,Haloferax volcanii DS2,TRUE,25,NCBI.ID,NC_013967
RefSoil_385,716540,Bacteria,Gammaproteobacteria,Erwinia amylovora ATCC 49946,TRUE,193,NCBI.ID,NC_013971
RefSoil_386,240292,Bacteria,Cyanobacteria,Anabaena variabilis ATCC 29413,TRUE,27,NCBI.ID,NC_007413
RefSoil_387,547558,Archaea,Euryarchaeota,Methanohalophilus mahii DSM 5219,FALSE,25,NCBI.ID,NC_014002
RefSoil_388,452662,Bacteria,Alphaproteobacteria,Sphingobium japonicum UT26S,TRUE,124,NCBI.ID,NC_014006
RefSoil_389,545693,Bacteria,Firmicutes,Bacillus megaterium QM B1551,TRUE,206,NCBI.ID,NC_014019
RefSoil_390,272942,Bacteria,Alphaproteobacteria,Rhodobacter capsulatus SB 1003,TRUE,124,NCBI.ID,NC_014034
RefSoil_391,509190,Bacteria,Alphaproteobacteria,Caulobacter segnis ATCC 21756,FALSE,124,NCBI.ID,NC_014100
RefSoil_392,592022,Bacteria,Firmicutes,Bacillus megaterium DSM 319,FALSE,206,NCBI.ID,NC_014103
RefSoil_393,640511,Bacteria,Betaproteobacteria,Burkholderia sp. CCGE1002,TRUE,91,NCBI.ID,NC_014117
RefSoil_394,423212,Bacteria,Gammaproteobacteria,Legionella pneumophila 2300/99 Alcoy,FALSE,193,NCBI.ID,NC_014125
RefSoil_395,426114,Bacteria,Betaproteobacteria,Thiomonas arsenitoxydans,TRUE,91,NCBI.ID,NC_014145
RefSoil_396,446466,Bacteria,Actinobacteria,Cellulomonas flavigena DSM 20109,FALSE,117,NCBI.ID,NC_014151
RefSoil_397,75379,Bacteria,Betaproteobacteria,Thiomonas intermedia K12,TRUE,91,NCBI.ID,NC_014153
RefSoil_398,521096,Bacteria,Actinobacteria,Tsukamurella paurometabola DSM 20162,TRUE,117,NCBI.ID,NC_014158
RefSoil_399,572480,Bacteria,Epsilonproteobacteria,Arcobacter nitrofigilis DSM 7299,FALSE,9,NCBI.ID,NC_014166
RefSoil_400,714359,Bacteria,Firmicutes,Bacillus thuringiensis BMB171,TRUE,206,NCBI.ID,NC_014171
RefSoil_401,446468,Bacteria,Actinobacteria,Nocardiopsis dassonvillei subsp. dassonville,FALSE,117,NCBI.ID,NC_014210
RefSoil_402,754252,Bacteria,Actinobacteria,Propionibacterium freudenreichii subsp,FALSE,117,NCBI.ID,NC_014215
RefSoil_403,639283,Bacteria,Alphaproteobacteria,Starkeya novella DSM 506,FALSE,124,NCBI.ID,NC_014217
RefSoil_404,406817,Bacteria,Gammaproteobacteria,Xenorhabdus nematophila ATCC 19061,TRUE,193,NCBI.ID,NC_014228
RefSoil_405,436717,Bacteria,Gammaproteobacteria,Acinetobacter oleivorans DR1,FALSE,193,NCBI.ID,NC_014259
RefSoil_406,859656,Bacteria,Betaproteobacteria,Ralstonia solanacearum CFBP2957,FALSE,91,NCBI.ID,NC_014307
RefSoil_407,859657,Bacteria,Betaproteobacteria,Ralstonia solanacearum PSI07,TRUE,91,NCBI.ID,NC_014311
RefSoil_408,582899,Bacteria,Alphaproteobacteria,Hyphomicrobium denitrificans ATCC 51888,FALSE,124,NCBI.ID,NC_014313
RefSoil_409,552811,Bacteria,Chloroflexi,Dehalogenimonas lykanthroporepellens BL-DC-9,FALSE,9,NCBI.ID,NC_014314
RefSoil_410,762550,Bacteria,Firmicutes,Leuconostoc gelidum subsp. gasicomitatum LM,FALSE,206,NCBI.ID,NC_014319
RefSoil_411,748727,Bacteria,Firmicutes,Clostridium ljungdahlii DSM 13528,FALSE,206,NCBI.ID,NC_014328
RefSoil_412,759914,Bacteria,Spirochaetes,Brachyspira pilosicoli 95/1000,FALSE,12,NCBI.ID,NC_014330
RefSoil_413,573413,Bacteria,Spirochaetes,Spirochaeta smaragdinae DSM 11293,FALSE,12,NCBI.ID,NC_014364
RefSoil_414,644282,Bacteria,Deltaproteobacteria,Desulfarculus baarsii DSM 2075,FALSE,39,NCBI.ID,NC_014365
RefSoil_415,573061,Bacteria,Firmicutes,Clostridium cellulovorans 743B,FALSE,206,NCBI.ID,NC_014393
RefSoil_416,395494,Bacteria,Betaproteobacteria,Gallionella capsiferriformans ES-2,FALSE,91,NCBI.ID,NC_014394
RefSoil_417,655816,Bacteria,Firmicutes,Bacillus subtilis subsp. spizizenii str. W23,FALSE,206,NCBI.ID,NC_014479
RefSoil_418,349520,Bacteria,Firmicutes,Paenibacillus polymyxa E681,FALSE,206,NCBI.ID,NC_014483
RefSoil_419,198628,Bacteria,Gammaproteobacteria,Dickeya dadantii 3937,FALSE,193,NCBI.ID,NC_014500
RefSoil_420,497965,Bacteria,Cyanobacteria,Cyanothece sp. PCC 7822,TRUE,27,NCBI.ID,NC_014501
RefSoil_421,679926,Archaea,Euryarchaeota,Methanolacinia petrolearia DSM 11571,FALSE,25,NCBI.ID,NC_014507
RefSoil_422,768066,Bacteria,Gammaproteobacteria,Halomonas elongata DSM 2581,FALSE,193,NCBI.ID,NC_014532
RefSoil_423,573062,Bacteria,Firmicutes,Thermoanaerobacter sp. X513,FALSE,206,NCBI.ID,NC_014538
RefSoil_424,692420,Bacteria,Firmicutes,Bacillus amyloliquefaciens DSM 7,FALSE,206,NCBI.ID,NC_014551
RefSoil_425,1511,Bacteria,Firmicutes,[Clostridium] sticklandii,FALSE,206,NCBI.ID,NC_014614
RefSoil_426,701347,Bacteria,Gammaproteobacteria,Enterobacter lignolyticus SCF1,FALSE,193,NCBI.ID,NC_014618
RefSoil_427,886882,Bacteria,Firmicutes,Paenibacillus polymyxa SC2,TRUE,206,NCBI.ID,NC_014622
RefSoil_428,378806,Bacteria,Deltaproteobacteria,Stigmatella aurantiaca DW4/3-1,FALSE,39,NCBI.ID,NC_014623
RefSoil_429,880591,Bacteria,Alphaproteobacteria,Ketogulonicigenium vulgare Y25,TRUE,124,NCBI.ID,NC_014625
RefSoil_430,572544,Bacteria,Fusobacteria,Ilyobacter polytropus DSM 2926,TRUE,1,NCBI.ID,NC_014632
RefSoil_431,720555,Bacteria,Firmicutes,Bacillus atrophaeus 1942,FALSE,206,NCBI.ID,NC_014639
RefSoil_432,762376,Bacteria,Betaproteobacteria,Achromobacter xylosoxidans A8,TRUE,91,NCBI.ID,NC_014640
RefSoil_433,656519,Bacteria,Firmicutes,Halanaerobium hydrogeniformans,FALSE,206,NCBI.ID,NC_014654
RefSoil_434,649349,Bacteria,Bacteroidetes,Leadbetterella byssophila DSM 17132,FALSE,19,NCBI.ID,NC_014655
RefSoil_435,523846,Archaea,Euryarchaeota,Methanothermus fervidus DSM 2088,FALSE,25,NCBI.ID,NC_014658
